代码,名称,2026-05-29_换手,2026-05-29_成交额拥挤,2026-06-01_换手,2026-06-01_成交额拥挤,2026-06-02_换手,2026-06-02_成交额拥挤,2026-06-03_换手,2026-06-03_成交额拥挤,2026-06-04_换手,2026-06-04_成交额拥挤,2026-06-05_换手,2026-06-05_成交额拥挤,2026-06-08_换手,2026-06-08_成交额拥挤,2026-06-09_换手,2026-06-09_成交额拥挤,2026-06-10_换手,2026-06-10_成交额拥挤,2026-06-11_换手,2026-06-11_成交额拥挤,2026-06-12_换手,2026-06-12_成交额拥挤,2026-06-15_换手,2026-06-15_成交额拥挤,2026-06-16_换手,2026-06-16_成交额拥挤,2026-06-17_换手,2026-06-17_成交额拥挤,2026-06-18_换手,2026-06-18_成交额拥挤,2026-06-22_换手,2026-06-22_成交额拥挤,2026-06-23_换手,2026-06-23_成交额拥挤,2026-06-24_换手,2026-06-24_成交额拥挤,2026-06-25_换手,2026-06-25_成交额拥挤,2026-06-26_换手,2026-06-26_成交额拥挤,2026-06-29_换手,2026-06-29_成交额拥挤,2026-06-30_换手,2026-06-30_成交额拥挤,2026-07-01_换手,2026-07-01_成交额拥挤,2026-07-02_换手,2026-07-02_成交额拥挤,2026-07-03_换手,2026-07-03_成交额拥挤,2026-07-06_换手,2026-07-06_成交额拥挤,2026-07-07_换手,2026-07-07_成交额拥挤,2026-07-08_换手,2026-07-08_成交额拥挤,2026-07-09_换手,2026-07-09_成交额拥挤
801084.SI,光学光电子,99.0,89.0,95.0,85.0,94.0,82.0,98.0,94.0,97.0,95.0,99.0,98.0,99.0,97.0,95.0,96.0,96.0,93.0,95.0,92.0,97.0,86.0,96.0,87.0,97.0,90.0,98.0,91.0,98.0,94.0,98.0,89.0,97.0,88.0,97.0,90.0,98.0,95.0,99.0,99.0,99.0,97.0,99.0,99.0,100.0,98.0,99.0,99.0,96.0,95.0,96.0,94.0,88.0,91.0,89.0,93.0,91.0,93.0
801083.SI,元件,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,100.0,99.0,100.0,99.0,100.0,99.0,99.0,99.0,99.0,99.0,98.0,99.0,97.0,99.0,96.0,99.0,90.0,99.0,90.0,99.0,96.0,99.0
801081.SI,半导体,95.0,100.0,88.0,100.0,82.0,100.0,90.0,100.0,83.0,100.0,85.0,99.0,80.0,99.0,83.0,99.0,86.0,100.0,90.0,100.0,96.0,100.0,92.0,100.0,91.0,99.0,94.0,100.0,94.0,100.0,96.0,100.0,94.0,100.0,95.0,100.0,97.0,100.0,96.0,100.0,98.0,100.0,98.0,100.0,98.0,100.0,97.0,100.0,94.0,100.0,93.0,100.0,89.0,100.0,93.0,100.0,95.0,100.0
801056.SI,能源金属,78.0,50.0,77.0,55.0,73.0,58.0,72.0,47.0,69.0,51.0,78.0,53.0,73.0,55.0,80.0,63.0,81.0,67.0,90.0,79.0,97.0,79.0,95.0,77.0,88.0,69.0,82.0,61.0,82.0,59.0,93.0,68.0,88.0,63.0,86.0,65.0,88.0,62.0,86.0,60.0,82.0,54.0,82.0,56.0,85.0,55.0,76.0,49.0,78.0,54.0,82.0,58.0,79.0,61.0,78.0,61.0,83.0,62.0
801054.SI,小金属,92.0,69.0,84.0,62.0,89.0,69.0,96.0,81.0,90.0,76.0,89.0,72.0,87.0,70.0,85.0,71.0,84.0,70.0,93.0,85.0,98.0,89.0,99.0,89.0,98.0,91.0,99.0,89.0,98.0,88.0,98.0,86.0,99.0,92.0,98.0,89.0,98.0,83.0,97.0,82.0,96.0,81.0,95.0,77.0,95.0,72.0,96.0,81.0,94.0,78.0,91.0,75.0,83.0,69.0,79.0,62.0,86.0,69.0
801053.SI,贵金属,52.0,16.0,42.0,14.0,58.0,29.0,41.0,9.0,35.0,11.0,35.0,6.0,58.0,29.0,49.0,16.0,55.0,26.0,51.0,24.0,79.0,44.0,83.0,56.0,73.0,32.0,60.0,18.0,61.0,24.0,72.0,29.0,79.0,43.0,53.0,16.0,62.0,21.0,53.0,11.0,53.0,9.0,55.0,12.0,47.0,4.0,88.0,46.0,88.0,61.0,96.0,80.0,80.0,48.0,77.0,48.0,78.0,39.0
801055.SI,工业金属,77.0,75.0,71.0,68.0,75.0,89.0,80.0,85.0,78.0,87.0,78.0,75.0,76.0,83.0,64.0,73.0,60.0,70.0,65.0,77.0,88.0,93.0,91.0,98.0,86.0,93.0,87.0,86.0,90.0,93.0,93.0,94.0,94.0,96.0,88.0,88.0,89.0,88.0,87.0,82.0,84.0,75.0,76.0,69.0,80.0,66.0,80.0,80.0,81.0,87.0,79.0,83.0,67.0,67.0,60.0,57.0,72.0,71.0
801051.SI,金属新材料,88.0,25.0,69.0,18.0,74.0,22.0,79.0,21.0,84.0,28.0,93.0,41.0,91.0,41.0,91.0,48.0,90.0,44.0,92.0,51.0,94.0,41.0,91.0,39.0,95.0,53.0,90.0,40.0,93.0,44.0,96.0,47.0,92.0,42.0,89.0,34.0,92.0,38.0,90.0,31.0,90.0,31.0,83.0,27.0,90.0,32.0,92.0,39.0,90.0,42.0,85.0,32.0,74.0,29.0,70.0,25.0,78.0,24.0
801045.SI,特钢Ⅱ,81.0,4.0,66.0,1.0,61.0,2.0,58.0,0.0,63.0,1.0,61.0,1.0,69.0,2.0,57.0,1.0,54.0,1.0,49.0,0.0,66.0,2.0,76.0,8.0,71.0,2.0,56.0,1.0,82.0,4.0,88.0,8.0,77.0,4.0,78.0,1.0,76.0,1.0,65.0,0.0,71.0,1.0,49.0,0.0,63.0,0.0,75.0,0.0,59.0,0.0,48.0,0.0,66.0,1.0,60.0,1.0,64.0,1.0
801044.SI,普钢,58.0,1.0,57.0,1.0,55.0,1.0,50.0,1.0,46.0,1.0,43.0,0.0,57.0,1.0,48.0,1.0,50.0,1.0,43.0,1.0,66.0,3.0,63.0,2.0,51.0,1.0,50.0,0.0,47.0,0.0,58.0,1.0,56.0,2.0,51.0,0.0,53.0,0.0,50.0,0.0,59.0,0.0,51.0,0.0,63.0,0.0,55.0,0.0,47.0,0.0,43.0,0.0,42.0,0.0,40.0,0.0,45.0,1.0
801043.SI,冶钢原料,50.0,19.0,41.0,19.0,41.0,19.0,56.0,27.0,52.0,27.0,66.0,31.0,77.0,49.0,60.0,39.0,55.0,35.0,56.0,43.0,71.0,43.0,68.0,46.0,62.0,35.0,59.0,35.0,58.0,31.0,77.0,39.0,70.0,35.0,65.0,31.0,69.0,35.0,73.0,39.0,67.0,35.0,58.0,27.0,72.0,39.0,73.0,39.0,64.0,35.0,54.0,27.0,44.0,18.0,73.0,35.0,66.0,27.0
801039.SI,非金属材料Ⅱ,93.0,94.0,93.0,95.0,85.0,91.0,90.0,93.0,83.0,90.0,85.0,90.0,86.0,91.0,80.0,93.0,81.0,93.0,86.0,96.0,92.0,96.0,88.0,93.0,86.0,93.0,85.0,94.0,93.0,92.0,96.0,97.0,96.0,98.0,94.0,96.0,95.0,96.0,93.0,94.0,91.0,94.0,86.0,91.0,89.0,90.0,89.0,90.0,87.0,86.0,87.0,89.0,79.0,86.0,84.0,88.0,87.0,88.0
801038.SI,农化制品,43.0,3.0,49.0,8.0,43.0,10.0,45.0,5.0,50.0,22.0,52.0,18.0,59.0,24.0,50.0,19.0,50.0,16.0,66.0,49.0,83.0,63.0,72.0,55.0,67.0,47.0,61.0,31.0,59.0,27.0,81.0,45.0,79.0,45.0,74.0,53.0,82.0,53.0,69.0,43.0,65.0,30.0,56.0,30.0,75.0,34.0,77.0,38.0,70.0,42.0,62.0,28.0,59.0,31.0,47.0,25.0,60.0,22.0
801037.SI,橡胶,78.0,14.0,58.0,2.0,60.0,5.0,63.0,5.0,56.0,5.0,69.0,14.0,65.0,9.0,53.0,14.0,62.0,29.0,62.0,50.0,70.0,34.0,68.0,24.0,69.0,20.0,66.0,25.0,70.0,25.0,84.0,34.0,88.0,51.0,83.0,47.0,83.0,47.0,85.0,51.0,87.0,74.0,74.0,61.0,90.0,68.0,89.0,74.0,82.0,57.0,81.0,54.0,70.0,47.0,67.0,38.0,72.0,43.0
801036.SI,塑料,94.0,96.0,85.0,94.0,85.0,96.0,86.0,96.0,88.0,98.0,95.0,99.0,91.0,99.0,92.0,100.0,95.0,100.0,92.0,100.0,92.0,100.0,94.0,100.0,95.0,100.0,95.0,100.0,93.0,99.0,97.0,99.0,92.0,98.0,91.0,98.0,94.0,99.0,91.0,97.0,93.0,97.0,88.0,95.0,95.0,95.0,95.0,96.0,95.0,98.0,92.0,96.0,86.0,95.0,86.0,95.0,88.0,91.0
801032.SI,化学纤维,86.0,20.0,82.0,20.0,76.0,16.0,84.0,18.0,77.0,18.0,86.0,26.0,83.0,25.0,86.0,31.0,88.0,34.0,79.0,28.0,86.0,25.0,85.0,27.0,85.0,28.0,84.0,27.0,86.0,27.0,84.0,20.0,78.0,20.0,82.0,21.0,89.0,24.0,87.0,26.0,88.0,24.0,84.0,23.0,91.0,24.0,83.0,18.0,87.0,23.0,81.0,21.0,73.0,16.0,69.0,10.0,74.0,6.0
801034.SI,化学制品,82.0,9.0,73.0,14.0,67.0,13.0,67.0,9.0,70.0,13.0,76.0,14.0,74.0,18.0,72.0,20.0,77.0,23.0,84.0,32.0,91.0,32.0,92.0,34.0,90.0,32.0,92.0,33.0,89.0,28.0,93.0,28.0,91.0,31.0,91.0,32.0,90.0,27.0,91.0,27.0,92.0,25.0,88.0,31.0,94.0,31.0,94.0,45.0,90.0,37.0,83.0,32.0,80.0,33.0,79.0,33.0,82.0,28.0
801033.SI,化学原料,73.0,47.0,67.0,45.0,65.0,45.0,57.0,32.0,72.0,71.0,72.0,60.0,79.0,68.0,75.0,70.0,76.0,69.0,89.0,81.0,90.0,74.0,82.0,70.0,81.0,70.0,76.0,63.0,74.0,57.0,87.0,64.0,88.0,77.0,87.0,82.0,85.0,78.0,82.0,73.0,81.0,71.0,76.0,67.0,91.0,78.0,86.0,72.0,77.0,66.0,72.0,62.0,67.0,68.0,62.0,54.0,72.0,47.0
801019.SI,农业综合Ⅱ,30.0,76.0,27.0,76.0,16.0,76.0,11.0,76.0,10.0,76.0,9.0,76.0,18.0,76.0,10.0,76.0,10.0,76.0,26.0,76.0,24.0,76.0,20.0,76.0,9.0,76.0,11.0,76.0,4.0,76.0,31.0,76.0,20.0,76.0,13.0,76.0,36.0,76.0,41.0,76.0,34.0,76.0,24.0,76.0,37.0,76.0,19.0,76.0,12.0,76.0,24.0,76.0,55.0,76.0,54.0,77.0,47.0,77.0
801018.SI,动物保健Ⅱ,57.0,1.0,49.0,1.0,37.0,1.0,32.0,0.0,32.0,0.0,26.0,0.0,51.0,6.0,49.0,1.0,70.0,6.0,59.0,1.0,59.0,1.0,59.0,1.0,65.0,1.0,73.0,6.0,45.0,0.0,89.0,13.0,86.0,13.0,86.0,19.0,85.0,13.0,87.0,19.0,87.0,19.0,83.0,13.0,84.0,13.0,77.0,6.0,86.0,19.0,90.0,31.0,90.0,38.0,80.0,25.0,79.0,19.0
801017.SI,养殖业,43.0,3.0,66.0,6.0,58.0,8.0,49.0,3.0,62.0,12.0,50.0,1.0,68.0,6.0,60.0,4.0,63.0,5.0,67.0,6.0,78.0,14.0,65.0,6.0,46.0,1.0,51.0,2.0,49.0,2.0,65.0,2.0,62.0,5.0,51.0,1.0,51.0,0.0,69.0,14.0,73.0,27.0,57.0,8.0,89.0,32.0,82.0,29.0,80.0,21.0,87.0,46.0,72.0,39.0,55.0,24.0,47.0,10.0
801012.SI,农产品加工,33.0,0.0,51.0,4.0,43.0,1.0,42.0,1.0,34.0,1.0,32.0,0.0,34.0,0.0,29.0,0.0,31.0,0.0,36.0,0.0,39.0,0.0,44.0,1.0,51.0,2.0,67.0,4.0,56.0,2.0,53.0,1.0,41.0,0.0,33.0,0.0,42.0,0.0,33.0,0.0,72.0,4.0,51.0,2.0,67.0,3.0,53.0,2.0,48.0,1.0,38.0,1.0,21.0,0.0,15.0,0.0,20.0,0.0
801014.SI,饲料,68.0,0.0,71.0,1.0,63.0,0.0,55.0,0.0,76.0,0.0,67.0,0.0,67.0,0.0,51.0,0.0,45.0,0.0,43.0,0.0,57.0,1.0,58.0,0.0,57.0,0.0,59.0,0.0,50.0,0.0,59.0,0.0,55.0,0.0,52.0,0.0,49.0,0.0,59.0,0.0,80.0,1.0,59.0,1.0,78.0,1.0,86.0,1.0,79.0,1.0,76.0,2.0,62.0,1.0,57.0,1.0,61.0,1.0
801011.SI,林业Ⅱ,58.0,31.0,60.0,31.0,78.0,44.0,52.0,31.0,91.0,38.0,76.0,31.0,84.0,45.0,73.0,38.0,75.0,45.0,64.0,38.0,64.0,39.0,62.0,31.0,56.0,31.0,54.0,22.0,51.0,22.0,59.0,22.0,63.0,32.0,63.0,32.0,51.0,22.0,47.0,22.0,62.0,23.0,48.0,23.0,72.0,32.0,57.0,23.0,81.0,51.0,73.0,45.0,61.0,39.0,49.0,32.0,49.0,23.0
801015.SI,渔业,45.0,1.0,55.0,4.0,46.0,1.0,33.0,1.0,57.0,4.0,45.0,1.0,48.0,1.0,32.0,1.0,30.0,1.0,21.0,1.0,36.0,1.0,38.0,1.0,30.0,1.0,36.0,1.0,26.0,1.0,39.0,1.0,44.0,1.0,44.0,1.0,35.0,1.0,31.0,1.0,43.0,1.0,33.0,1.0,59.0,1.0,51.0,1.0,39.0,1.0,31.0,1.0,26.0,1.0,25.0,1.0,28.0,1.0
801016.SI,种植业,43.0,0.0,53.0,2.0,47.0,1.0,46.0,1.0,47.0,2.0,39.0,0.0,47.0,1.0,46.0,1.0,36.0,0.0,30.0,0.0,62.0,3.0,57.0,4.0,41.0,0.0,31.0,0.0,39.0,0.0,53.0,1.0,43.0,0.0,53.0,1.0,51.0,0.0,42.0,0.0,46.0,0.0,41.0,0.0,60.0,1.0,58.0,1.0,49.0,1.0,44.0,0.0,33.0,0.0,28.0,0.0,34.0,0.0
