排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
110,801039.SI,非金属材料Ⅱ,35.5,7.7,79.2,16.9,67.9
111,801183.SI,房地产服务,35.0,39.2,23.8,43.1,50.9
112,801117.SI,其他家电Ⅱ,34.6,3.8,10.0,99.2,66.1
113,801951.SI,煤炭开采,34.3,14.6,16.9,77.7,38.5
114,801785.SI,农商行Ⅱ,34.2,5.4,9.2,96.9,69.5
115,801962.SI,油服工程,34.1,15.4,30.0,60.8,47.9
116,801952.SI,焦炭Ⅱ,34.1,18.5,8.5,82.3,49.8
117,801202.SI,贸易Ⅱ,32.4,17.7,21.5,62.3,52.4
118,801016.SI,种植业,31.9,8.5,11.5,83.1,49.9
119,801995.SI,电视广播Ⅱ,31.7,9.2,5.4,88.5,49.9
120,801095.SI,乘用车,30.8,16.2,0.0,83.8,40.8
121,801992.SI,航运港口,30.5,3.1,20.8,73.8,75.0
122,801096.SI,商用车,30.4,11.5,1.5,86.2,51.9
123,801115.SI,照明设备Ⅱ,29.8,10.0,50.8,28.5,30.1
124,801782.SI,国有大型银行Ⅱ,28.2,16.9,6.2,66.9,46.3
125,801738.SI,电网设备,25.0,6.9,36.2,33.1,34.2
126,801055.SI,工业金属,24.9,2.3,40.0,33.8,33.4
127,801161.SI,电力,19.8,21.5,19.2,18.5,30.8
128,801011.SI,林业Ⅱ,17.7,0.0,3.8,54.6,45.4
129,801767.SI,数字媒体,16.7,13.1,7.7,31.5,53.0
130,801216.SI,体育Ⅱ,13.8,4.6,4.6,35.4,44.5
131,801207.SI,旅游零售Ⅱ,9.7,6.2,3.1,21.5,48.3
