排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
1,801764.SI,游戏Ⅱ,79.6,83.1,82.3,72.3,55.0
2,801881.SI,摩托车及其他,78.6,68.5,80.8,87.7,80.6
3,801193.SI,证券Ⅱ,77.4,91.5,100.0,34.6,52.9
4,801218.SI,专业服务,75.6,84.6,74.6,66.2,49.1
5,801014.SI,饲料,75.4,90.0,93.8,36.9,48.0
6,801206.SI,互联网电商,72.3,86.2,67.7,61.5,45.4
7,801153.SI,医疗器械,71.7,81.5,78.5,52.3,37.9
8,801745.SI,军工电子Ⅱ,70.8,90.8,92.3,22.3,41.5
9,801741.SI,航天装备Ⅱ,70.4,95.4,89.2,19.2,38.8
10,801081.SI,半导体,70.1,99.2,99.2,2.3,70.5
11,801086.SI,电子化学品Ⅱ,69.9,100.0,98.5,1.5,69.9
12,801151.SI,化学制药,69.6,96.2,95.4,8.5,41.7
13,801156.SI,医疗服务,68.7,96.9,96.2,3.8,49.6
14,801017.SI,养殖业,68.1,92.3,88.5,16.2,44.1
15,801152.SI,生物制品,67.7,93.1,97.7,3.1,37.6
16,801981.SI,个护用品,67.7,61.5,51.5,93.8,57.3
17,801084.SI,光学光电子,67.6,98.5,94.6,0.0,66.9
18,801111.SI,白色家电,67.0,55.4,84.6,60.0,47.2
19,801037.SI,橡胶,66.6,94.6,83.1,14.6,50.7
20,801082.SI,其他电子Ⅱ,65.1,85.4,90.8,11.5,60.5
21,801722.SI,装修装饰Ⅱ,65.1,59.2,66.2,70.8,59.8
22,801726.SI,工程咨询服务Ⅱ,64.6,97.7,49.2,43.8,66.2
23,801712.SI,玻璃玻纤,64.6,93.8,86.2,5.4,69.7
24,801101.SI,计算机设备,64.5,86.9,63.8,39.2,60.2
25,801112.SI,黑色家电,63.7,80.8,75.4,30.0,35.1
26,801742.SI,航空装备Ⅱ,63.3,50.0,80.0,59.2,38.6
27,801103.SI,IT服务Ⅱ,63.2,66.9,52.3,71.5,40.1
28,801078.SI,自动化设备,63.0,83.8,87.7,10.0,59.2
29,801034.SI,化学制品,62.1,89.2,81.5,7.7,66.1
30,801155.SI,中药Ⅱ,62.0,76.2,56.9,51.5,39.9
31,801051.SI,金属新材料,61.7,74.6,90.0,13.8,58.9
32,801991.SI,航空机场,61.7,40.0,86.9,57.7,55.3
33,801054.SI,小金属,61.6,79.2,91.5,6.2,66.3
34,801133.SI,饰品,61.2,58.5,57.7,68.5,41.7
35,801194.SI,保险Ⅱ,61.2,77.7,93.1,4.6,55.3
36,801178.SI,物流,61.1,80.0,48.5,53.8,50.4
37,801072.SI,通用设备,60.6,88.5,76.9,9.2,61.7
38,801019.SI,农业综合Ⅱ,60.0,1.5,85.4,98.5,67.9
39,801083.SI,元件,60.0,73.8,96.9,0.8,67.8
40,801116.SI,家电零部件Ⅱ,59.9,82.3,68.5,23.8,34.9
41,801012.SI,农产品加工,59.8,73.1,37.7,70.0,37.6
42,801141.SI,包装印刷,58.8,64.6,72.3,36.2,43.2
43,801076.SI,轨交设备Ⅱ,58.6,70.8,62.3,40.0,58.9
44,801104.SI,软件开发,58.4,69.2,43.1,63.8,40.0
45,801983.SI,医疗美容,58.1,12.3,70.0,97.7,49.7
46,801033.SI,化学原料,57.8,78.5,76.2,12.3,52.6
47,801191.SI,多元金融,57.7,45.4,55.4,74.6,40.5
48,801231.SI,综合Ⅱ,57.7,87.7,41.5,41.5,51.3
49,801018.SI,动物保健Ⅱ,57.4,57.7,83.8,26.2,37.8
50,801744.SI,航海装备Ⅱ,57.4,70.0,26.2,79.2,67.2
51,801724.SI,专业工程,57.3,76.9,66.9,23.1,63.4
52,801045.SI,特钢Ⅱ,56.7,43.1,53.1,76.9,44.0
53,801735.SI,光伏设备,56.5,75.4,70.8,17.7,59.1
54,801085.SI,消费电子,55.8,51.5,73.1,40.8,69.0
55,801113.SI,小家电,55.7,53.8,30.8,86.9,36.8
56,801982.SI,化妆品,54.5,71.5,59.2,29.2,25.7
57,801074.SI,专用设备,53.4,66.2,65.4,24.6,60.3
58,801994.SI,教育,52.9,56.2,40.8,63.1,37.6
59,801132.SI,服装家纺,52.8,67.7,33.1,58.5,51.6
60,801961.SI,油气开采Ⅱ,52.6,54.6,13.8,95.4,62.8
61,801114.SI,厨卫电器,52.1,60.8,44.6,50.8,30.2
62,801731.SI,电机Ⅱ,51.7,34.6,47.7,76.2,47.1
63,801142.SI,家居用品,50.7,47.7,56.2,47.7,45.7
64,801993.SI,旅游及景区,50.5,42.3,22.3,93.1,42.9
65,801736.SI,风电设备,50.1,65.4,50.0,32.3,43.7
66,801043.SI,冶钢原料,49.9,48.5,45.4,56.9,38.8
67,801163.SI,燃气Ⅱ,49.2,72.3,35.4,38.5,24.4
68,801124.SI,食品加工,49.2,36.9,33.8,81.5,71.2
69,801972.SI,环保设备Ⅱ,48.8,56.9,69.2,15.4,58.0
70,801056.SI,能源金属,48.5,52.3,64.6,25.4,27.6
71,801128.SI,休闲食品,48.0,29.2,25.4,96.2,48.4
72,801092.SI,汽车服务,47.8,10.8,63.1,73.1,51.7
73,801223.SI,通信服务,47.3,62.3,61.5,13.1,19.9
74,801766.SI,影视院线,47.2,63.8,31.5,46.2,27.6
75,801093.SI,汽车零部件,47.0,37.7,38.5,67.7,45.2
76,801143.SI,造纸,46.2,38.5,54.6,45.4,37.8
77,801971.SI,环境治理,46.2,46.9,36.9,56.2,49.1
78,801737.SI,电池,45.9,36.2,77.7,20.0,27.4
79,801204.SI,专业连锁Ⅱ,45.7,22.3,29.2,92.3,27.9
80,801036.SI,塑料,45.7,50.8,73.8,6.9,64.4
81,801129.SI,调味发酵品Ⅱ,45.5,44.6,43.8,48.5,45.7
82,801203.SI,一般零售,45.4,60.0,26.9,50.0,31.3
83,801711.SI,水泥,45.3,33.8,23.1,84.6,68.2
84,801077.SI,工程机械,44.8,27.7,60.0,46.9,46.6
85,801127.SI,饮料乳品,44.1,63.1,39.2,27.7,54.9
86,801131.SI,纺织制造,44.0,40.8,58.5,30.8,54.2
87,801044.SI,普钢,43.3,31.5,27.7,75.4,39.6
88,801743.SI,地面兵装Ⅱ,42.7,49.2,34.6,44.6,58.7
89,801126.SI,非白酒,41.9,41.5,10.8,78.5,53.2
90,801102.SI,通信设备,41.8,30.0,71.5,20.8,62.2
91,801145.SI,文娱用品,41.5,25.4,15.4,90.8,40.1
92,801125.SI,白酒Ⅱ,41.2,46.2,16.2,64.6,55.9
93,801179.SI,铁路公路,40.2,23.1,14.6,90.0,74.5
94,801713.SI,装修建材,40.2,32.3,46.2,42.3,52.8
95,801723.SI,基础建设,40.1,26.2,32.3,65.4,42.9
96,801181.SI,房地产开发,39.9,53.1,28.5,37.7,49.3
97,801038.SI,农化制品,39.5,28.5,42.3,49.2,72.0
98,801963.SI,炼化及贸易,39.3,20.0,46.9,53.1,50.0
99,801769.SI,出版,38.8,23.8,17.7,80.8,42.8
100,801219.SI,酒店餐饮,38.6,26.9,6.9,89.2,49.5
101,801765.SI,广告营销,38.5,30.8,20.0,69.2,51.0
102,801154.SI,医药商业,38.4,43.8,18.5,55.4,41.7
103,801015.SI,渔业,38.3,35.4,0.8,85.4,50.2
104,801783.SI,股份制银行Ⅱ,37.8,13.8,13.1,94.6,53.5
105,801784.SI,城商行Ⅱ,37.5,19.2,2.3,100.0,70.2
106,801053.SI,贵金属,36.3,0.8,24.6,91.5,30.8
107,801032.SI,化学纤维,36.1,33.1,60.8,10.8,68.5
108,801721.SI,房屋建设Ⅱ,35.6,20.8,12.3,80.0,46.6
109,801733.SI,其他电源设备Ⅱ,35.5,24.6,53.8,26.9,57.7
