排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
36,801036.SI,塑料,62.1,88.5,86.2,3.1,62.7
37,801742.SI,航空装备Ⅱ,61.9,82.3,75.4,22.3,21.3
38,801963.SI,炼化及贸易,61.0,81.5,40.0,61.5,57.2
39,801083.SI,元件,60.5,79.2,93.8,0.0,67.8
40,801114.SI,厨卫电器,60.3,58.5,30.8,96.9,31.7
41,801096.SI,商用车,59.8,16.9,80.0,86.2,36.4
42,801155.SI,中药Ⅱ,58.9,65.4,45.4,66.9,50.2
43,801202.SI,贸易Ⅱ,58.2,5.4,79.2,95.4,27.9
44,801992.SI,航运港口,57.9,66.9,56.9,48.5,49.2
45,801142.SI,家居用品,57.5,40.8,46.9,89.2,56.5
46,801033.SI,化学原料,57.4,83.8,67.7,14.6,38.7
47,801179.SI,铁路公路,57.3,53.1,35.4,87.7,78.1
48,801055.SI,工业金属,57.0,85.4,70.8,7.7,19.5
49,801081.SI,半导体,56.7,77.7,82.3,2.3,48.1
50,801713.SI,装修建材,56.5,42.3,80.8,44.6,45.6
51,801191.SI,多元金融,56.0,59.2,31.5,80.8,34.8
52,801722.SI,装修装饰Ⅱ,55.6,3.8,74.6,93.8,18.0
53,801125.SI,白酒Ⅱ,55.1,75.4,15.4,77.7,56.3
54,801044.SI,普钢,54.9,69.2,13.1,86.9,44.4
55,801723.SI,基础建设,54.7,27.7,46.2,96.2,51.6
56,801206.SI,互联网电商,53.8,18.5,69.2,76.9,40.9
57,801156.SI,医疗服务,53.7,80.8,23.1,57.7,25.4
58,801076.SI,轨交设备Ⅱ,53.5,64.6,60.0,33.1,55.7
59,801115.SI,照明设备Ⅱ,52.9,73.1,52.3,30.0,68.5
60,801014.SI,饲料,52.2,67.7,16.2,76.2,44.7
61,801092.SI,汽车服务,51.8,50.0,26.2,83.8,74.1
62,801152.SI,生物制品,51.7,45.4,24.6,90.8,44.2
63,801019.SI,农业综合Ⅱ,50.9,6.2,92.3,54.6,15.9
64,801017.SI,养殖业,50.6,51.5,65.4,32.3,33.9
65,801127.SI,饮料乳品,50.3,63.8,19.2,70.8,45.9
66,801203.SI,一般零售,50.2,30.0,28.5,99.2,46.8
67,801881.SI,摩托车及其他,50.0,41.5,17.7,97.7,61.8
68,801218.SI,专业服务,49.7,49.2,76.9,18.5,54.0
69,801743.SI,地面兵装Ⅱ,49.6,61.5,48.5,36.9,65.7
70,801038.SI,农化制品,49.6,87.7,36.9,20.0,29.9
71,801178.SI,物流,49.2,54.6,29.2,66.2,51.8
72,801721.SI,房屋建设Ⅱ,48.8,72.3,4.6,73.1,66.3
73,801077.SI,工程机械,48.2,34.6,66.2,43.1,76.3
74,801983.SI,医疗美容,47.6,29.2,83.8,26.9,30.8
75,801961.SI,油气开采Ⅱ,47.6,76.2,7.7,60.8,59.1
76,801204.SI,专业连锁Ⅱ,46.1,30.8,42.3,68.5,68.0
77,801769.SI,出版,45.9,24.6,63.1,50.8,69.5
78,801741.SI,航天装备Ⅱ,45.3,28.5,83.1,20.8,54.4
79,801143.SI,造纸,45.3,47.7,37.7,51.5,62.7
80,801131.SI,纺织制造,44.8,37.7,22.3,79.2,62.3
81,801207.SI,旅游零售Ⅱ,44.6,26.2,91.5,11.5,17.1
82,801745.SI,军工电子Ⅱ,44.0,53.8,60.8,13.1,39.2
83,801153.SI,医疗器械,43.1,43.8,34.6,52.3,50.2
84,801726.SI,工程咨询服务Ⅱ,42.9,70.0,36.2,19.2,52.0
85,801074.SI,专用设备,42.7,31.5,51.5,45.4,67.1
86,801082.SI,其他电子Ⅱ,42.7,44.6,66.9,12.3,56.9
87,801219.SI,酒店餐饮,42.6,60.0,2.3,69.2,47.4
88,801181.SI,房地产开发,42.2,43.1,44.6,38.5,40.4
89,801972.SI,环保设备Ⅱ,42.0,33.1,73.8,15.4,53.6
90,801183.SI,房地产服务,41.1,22.3,23.8,83.1,54.1
91,801737.SI,电池,41.0,52.3,57.7,8.5,48.8
92,801037.SI,橡胶,40.8,56.9,30.0,34.6,72.2
93,801141.SI,包装印刷,40.7,46.2,33.8,42.3,57.0
94,801711.SI,水泥,39.8,32.3,21.5,70.0,47.8
95,801103.SI,IT服务Ⅱ,39.7,6.9,20.8,100.0,58.7
96,801102.SI,通信设备,38.8,38.5,68.5,4.6,69.2
97,801231.SI,综合Ⅱ,38.1,14.6,40.8,62.3,68.4
98,801072.SI,通用设备,38.0,39.2,61.5,9.2,63.4
99,801101.SI,计算机设备,36.7,17.7,14.6,84.6,60.2
100,801161.SI,电力,36.1,40.0,53.8,10.8,46.8
101,801113.SI,小家电,36.1,15.4,8.5,92.3,79.9
102,801163.SI,燃气Ⅱ,35.3,62.3,20.0,21.5,29.2
103,801095.SI,乘用车,34.3,33.8,33.1,36.2,27.6
104,801104.SI,软件开发,34.2,13.8,38.5,53.1,44.7
105,801994.SI,教育,33.7,23.1,18.5,63.8,53.4
106,801735.SI,光伏设备,33.4,26.9,54.6,16.2,35.9
107,801015.SI,渔业,33.1,35.4,3.8,64.6,47.7
108,801744.SI,航海装备Ⅱ,32.9,36.9,26.9,35.4,57.9
109,801962.SI,油服工程,32.2,36.2,6.9,56.9,27.7
110,801733.SI,其他电源设备Ⅱ,30.6,3.1,50.0,40.0,64.1
111,801145.SI,文娱用品,30.2,10.8,25.4,58.5,31.5
112,801078.SI,自动化设备,29.4,25.4,55.4,3.8,68.4
113,801112.SI,黑色家电,29.0,21.5,27.7,39.2,32.7
114,801053.SI,贵金属,27.9,48.5,6.2,29.2,37.4
115,801117.SI,其他家电Ⅱ,27.8,16.2,9.2,63.1,45.4
116,801764.SI,游戏Ⅱ,27.5,12.3,1.5,75.4,66.5
117,801767.SI,数字媒体,27.5,13.1,43.8,25.4,65.4
118,801116.SI,家电零部件Ⅱ,27.1,23.8,39.2,16.9,36.8
119,801765.SI,广告营销,25.3,8.5,12.3,60.0,64.1
120,801093.SI,汽车零部件,24.8,11.5,32.3,31.5,55.8
121,801995.SI,电视广播Ⅱ,24.4,7.7,0.8,71.5,42.9
122,801085.SI,消费电子,24.3,4.6,53.1,13.8,49.4
123,801084.SI,光学光电子,22.0,9.2,47.7,6.9,70.1
124,801952.SI,焦炭Ⅱ,21.5,20.8,3.1,43.8,65.3
125,801766.SI,影视院线,19.3,1.5,5.4,56.2,56.5
126,801223.SI,通信服务,17.9,19.2,16.9,17.7,37.0
127,801216.SI,体育Ⅱ,17.4,20.0,10.0,23.1,39.4
128,801738.SI,电网设备,16.6,10.0,13.8,27.7,34.2
129,801731.SI,电机Ⅱ,12.2,0.8,11.5,26.2,56.7
130,801736.SI,风电设备,11.7,2.3,10.8,23.8,21.7
131,801011.SI,林业Ⅱ,9.2,0.0,0.0,30.8,44.4
