排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
32,801726.SI,工程咨询服务Ⅱ,62.9,95.4,59.2,29.2,70.2
33,801722.SI,装修装饰Ⅱ,62.8,72.3,76.9,35.4,56.0
34,801218.SI,专业服务,62.5,73.1,51.5,63.1,75.2
35,801078.SI,自动化设备,62.3,84.6,86.2,8.5,61.2
36,801129.SI,调味发酵品Ⅱ,62.2,73.8,63.8,46.9,71.7
37,801194.SI,保险Ⅱ,61.6,46.2,96.2,39.2,50.3
38,801178.SI,物流,60.6,56.2,38.5,91.5,54.1
39,801034.SI,化学制品,60.6,81.5,83.8,9.2,64.6
40,801711.SI,水泥,60.5,48.5,48.5,88.5,50.8
41,801961.SI,油气开采Ⅱ,60.5,79.2,13.8,93.1,47.3
42,801072.SI,通用设备,60.1,83.1,80.0,10.0,61.7
43,801733.SI,其他电源设备Ⅱ,59.6,64.6,83.1,26.2,50.5
44,801127.SI,饮料乳品,59.3,77.7,41.5,58.5,48.8
45,801102.SI,通信设备,58.5,68.5,81.5,20.0,67.9
46,801038.SI,农化制品,58.4,52.3,53.8,70.8,63.6
47,801033.SI,化学原料,58.2,71.5,69.2,30.0,64.2
48,801132.SI,服装家纺,57.0,66.9,44.6,60.0,56.1
49,801784.SI,城商行Ⅱ,56.9,63.8,16.2,96.2,53.0
50,801076.SI,轨交设备Ⅱ,56.2,61.5,61.5,43.8,49.3
51,801085.SI,消费电子,56.1,65.4,78.5,19.2,71.7
52,801179.SI,铁路公路,54.9,58.5,27.7,82.3,42.6
53,801112.SI,黑色家电,54.7,70.8,62.3,26.9,31.3
54,801972.SI,环保设备Ⅱ,54.7,66.2,80.8,10.8,60.7
55,801128.SI,休闲食品,54.6,43.8,46.9,76.2,44.7
56,801115.SI,照明设备Ⅱ,54.6,63.1,73.8,22.3,33.4
57,801785.SI,农商行Ⅱ,54.1,57.7,13.1,97.7,52.1
58,801051.SI,金属新材料,54.1,55.4,88.5,12.3,67.0
59,801131.SI,纺织制造,54.0,69.2,64.6,23.8,55.1
60,801206.SI,互联网电商,53.6,53.8,53.1,53.8,58.1
61,801045.SI,特钢Ⅱ,53.2,30.0,73.1,56.9,45.2
62,801077.SI,工程机械,52.0,59.2,47.7,48.5,48.4
63,801036.SI,塑料,51.7,60.0,82.3,6.2,67.2
64,801142.SI,家居用品,51.7,50.8,60.8,42.3,46.6
65,801032.SI,化学纤维,51.0,62.3,70.8,14.6,70.6
66,801141.SI,包装印刷,51.0,60.8,63.1,25.4,63.3
67,801074.SI,专用设备,50.2,74.6,57.7,13.1,58.3
68,801963.SI,炼化及贸易,49.6,44.6,52.3,52.3,53.5
69,801994.SI,教育,49.3,26.2,46.2,80.0,35.6
70,801124.SI,食品加工,48.2,53.1,20.0,75.4,71.3
71,801104.SI,软件开发,48.2,16.9,43.1,90.8,52.7
72,801143.SI,造纸,47.5,41.5,54.6,46.2,16.3
73,801992.SI,航运港口,47.3,37.7,31.5,76.9,75.1
74,801113.SI,小家电,45.7,31.5,39.2,70.0,34.1
75,801191.SI,多元金融,45.3,33.8,18.5,90.0,76.8
76,801742.SI,航空装备Ⅱ,44.4,27.7,56.9,49.2,54.4
77,801993.SI,旅游及景区,43.7,34.6,23.1,78.5,27.8
78,801744.SI,航海装备Ⅱ,43.5,25.4,36.2,73.1,74.9
79,801044.SI,普钢,42.7,20.0,21.5,93.8,43.6
80,801103.SI,IT服务Ⅱ,42.6,8.5,40.8,84.6,60.6
81,801736.SI,风电设备,42.4,45.4,36.9,45.4,44.1
82,801219.SI,酒店餐饮,42.1,23.1,15.4,95.4,37.8
83,801737.SI,电池,42.0,43.1,58.5,21.5,64.0
84,801114.SI,厨卫电器,41.8,47.7,40.0,36.9,43.3
85,801713.SI,装修建材,41.8,32.3,56.2,36.2,42.7
86,801183.SI,房地产服务,41.5,24.6,34.6,69.2,27.7
87,801783.SI,股份制银行Ⅱ,41.3,49.2,10.0,68.5,35.7
88,801116.SI,家电零部件Ⅱ,40.8,26.9,74.6,17.7,41.5
89,801731.SI,电机Ⅱ,40.4,1.5,50.8,73.8,47.6
90,801154.SI,医药商业,39.9,50.0,28.5,41.5,45.2
91,801971.SI,环境治理,39.9,40.8,32.3,47.7,56.4
92,801056.SI,能源金属,39.8,21.5,67.7,28.5,67.6
93,801125.SI,白酒Ⅱ,39.7,54.6,23.8,40.8,40.3
94,801093.SI,汽车零部件,39.7,14.6,45.4,62.3,50.3
95,801015.SI,渔业,39.4,23.8,12.3,89.2,39.4
96,801181.SI,房地产开发,39.3,40.0,35.4,43.1,41.6
97,801126.SI,非白酒,39.2,51.5,8.5,60.8,26.9
98,801203.SI,一般零售,38.4,36.2,25.4,56.2,29.8
99,801962.SI,油服工程,38.0,9.2,50.0,57.7,35.8
100,801053.SI,贵金属,38.0,0.8,33.8,86.2,44.5
101,801766.SI,影视院线,38.0,33.1,24.6,59.2,14.7
102,801723.SI,基础建设,38.0,30.8,22.3,64.6,53.0
103,801043.SI,冶钢原料,37.9,10.0,42.3,65.4,40.9
104,801769.SI,出版,37.6,16.2,6.2,99.2,52.7
105,801117.SI,其他家电Ⅱ,37.2,38.5,0.0,79.2,41.3
106,801721.SI,房屋建设Ⅱ,37.1,19.2,11.5,87.7,43.8
107,801743.SI,地面兵装Ⅱ,36.3,13.8,33.1,66.2,54.3
108,801204.SI,专业连锁Ⅱ,35.0,0.0,16.9,96.9,39.0
109,801951.SI,煤炭开采,34.9,15.4,26.9,66.9,15.9
110,801982.SI,化妆品,34.6,35.4,29.2,40.0,39.6
111,801952.SI,焦炭Ⅱ,34.2,12.3,10.8,86.9,11.2
112,801738.SI,电网设备,34.2,20.8,43.8,38.5,51.5
113,801163.SI,燃气Ⅱ,33.8,29.2,37.7,34.6,42.6
114,801012.SI,农产品加工,33.6,28.5,20.8,54.6,49.6
115,801145.SI,文娱用品,32.9,13.1,7.7,85.4,44.5
116,801202.SI,贸易Ⅱ,32.5,18.5,30.8,50.8,51.5
117,801782.SI,国有大型银行Ⅱ,32.4,70.0,1.5,24.6,52.1
118,801231.SI,综合Ⅱ,30.4,22.3,26.2,44.6,70.4
119,801092.SI,汽车服务,29.8,11.5,6.9,77.7,58.6
120,801765.SI,广告营销,29.3,4.6,17.7,71.5,48.6
121,801995.SI,电视广播Ⅱ,28.7,7.7,3.1,83.1,54.1
122,801216.SI,体育Ⅱ,27.5,42.3,9.2,31.5,15.7
123,801016.SI,种植业,26.6,3.8,2.3,81.5,31.6
124,801096.SI,商用车,26.4,5.4,0.8,80.8,31.6
125,801095.SI,乘用车,25.5,6.2,4.6,72.3,31.4
126,801055.SI,工业金属,25.0,2.3,49.2,23.1,47.2
127,801011.SI,林业Ⅱ,24.8,3.1,3.8,74.6,22.9
128,801161.SI,电力,23.8,36.9,19.2,13.8,21.3
129,801207.SI,旅游零售Ⅱ,22.9,46.9,5.4,15.4,30.5
130,801223.SI,通信服务,22.6,6.9,30.0,32.3,49.9
131,801767.SI,数字媒体,15.1,10.8,14.6,20.8,47.6
