排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
110,801143.SI,造纸,33.2,13.8,41.5,46.2,20.9
111,801016.SI,种植业,33.2,1.5,16.9,89.2,54.9
112,801765.SI,广告营销,33.1,6.9,26.9,70.8,50.0
113,801077.SI,工程机械,32.8,17.7,33.8,49.2,59.4
114,801125.SI,白酒Ⅱ,32.6,44.6,21.5,31.5,42.6
115,801163.SI,燃气Ⅱ,32.2,26.2,27.7,44.6,57.0
116,801115.SI,照明设备Ⅱ,32.0,16.2,52.3,26.9,65.5
117,801767.SI,数字媒体,31.5,32.3,11.5,53.8,57.4
118,801055.SI,工业金属,31.5,4.6,72.3,15.4,67.6
119,801202.SI,贸易Ⅱ,31.5,29.2,28.5,37.7,63.2
120,801183.SI,房地产服务,31.5,22.3,31.5,42.3,33.4
121,801095.SI,乘用车,31.3,7.7,10.0,83.8,30.6
122,801766.SI,影视院线,29.4,30.8,22.3,36.2,29.5
123,801952.SI,焦炭Ⅱ,28.9,11.5,3.8,78.5,26.1
124,801204.SI,专业连锁Ⅱ,28.5,2.3,8.5,82.3,34.2
125,801011.SI,林业Ⅱ,28.4,0.8,9.2,83.1,30.7
126,801741.SI,航天装备Ⅱ,24.8,6.2,4.6,70.0,36.4
127,801951.SI,煤炭开采,23.8,8.5,24.6,40.8,29.8
128,801207.SI,旅游零售Ⅱ,22.1,33.8,6.9,26.2,14.1
129,801982.SI,化妆品,19.0,5.4,0.0,56.9,25.6
130,801216.SI,体育Ⅱ,17.3,26.9,1.5,24.6,14.1
131,801161.SI,电力,15.8,16.9,17.7,12.3,24.3
