排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
31,801081.SI,半导体,64.2,93.8,86.9,3.1,36.4
32,801036.SI,塑料,64.2,92.3,89.2,2.3,50.4
33,801055.SI,工业金属,63.9,96.2,83.1,3.8,12.4
34,801724.SI,专业工程,63.4,80.8,60.8,46.2,53.7
35,801096.SI,商用车,62.9,16.9,87.7,87.7,31.3
36,801131.SI,纺织制造,62.6,53.1,49.2,89.2,48.8
37,801218.SI,专业服务,61.3,85.4,74.6,17.7,52.9
38,801743.SI,地面兵装Ⅱ,61.1,63.8,73.1,43.8,47.1
39,801102.SI,通信设备,61.1,90.8,79.2,5.4,62.0
40,801044.SI,普钢,60.3,64.6,39.2,80.0,42.4
41,801129.SI,调味发酵品Ⅱ,59.4,60.0,80.8,33.8,53.5
42,801012.SI,农产品加工,59.2,63.1,51.5,63.8,42.6
43,801082.SI,其他电子Ⅱ,58.9,93.1,64.6,12.3,53.9
44,801077.SI,工程机械,58.9,55.4,70.8,49.2,58.0
45,801745.SI,军工电子Ⅱ,58.7,84.6,70.0,15.4,20.5
46,801963.SI,炼化及贸易,58.1,66.2,56.9,50.0,44.6
47,801038.SI,农化制品,57.9,87.7,55.4,26.2,31.2
48,801078.SI,自动化设备,57.4,81.5,78.5,4.6,48.4
49,801881.SI,摩托车及其他,56.5,35.4,56.2,81.5,32.8
50,801982.SI,化妆品,56.2,48.5,33.1,92.3,65.1
51,801742.SI,航空装备Ⅱ,55.8,78.5,59.2,25.4,23.5
52,801016.SI,种植业,55.7,58.5,35.4,76.2,28.9
53,801153.SI,医疗器械,55.4,50.0,24.6,97.7,50.5
54,801072.SI,通用设备,55.3,86.9,63.1,9.2,55.2
55,801151.SI,化学制药,55.3,49.2,42.3,77.7,51.8
56,801084.SI,光学光电子,55.1,76.2,75.4,6.9,57.1
57,801181.SI,房地产开发,54.7,40.0,33.8,96.2,71.0
58,801713.SI,装修建材,54.7,41.5,69.2,53.1,69.2
59,801723.SI,基础建设,54.4,36.2,41.5,90.8,50.1
60,801101.SI,计算机设备,54.3,56.2,18.5,93.8,43.1
61,801085.SI,消费电子,54.1,76.9,68.5,10.8,20.5
62,801074.SI,专用设备,54.0,77.7,50.8,30.0,58.9
63,801154.SI,医药商业,53.3,43.8,47.7,70.8,57.9
64,801092.SI,汽车服务,53.1,60.8,17.7,85.4,76.2
65,801206.SI,互联网电商,52.7,26.2,58.5,76.9,30.5
66,801737.SI,电池,52.1,79.2,62.3,8.5,29.3
67,801076.SI,轨交设备Ⅱ,50.8,66.9,53.8,28.5,51.2
68,801115.SI,照明设备Ⅱ,50.8,91.5,37.7,18.5,64.2
69,801093.SI,汽车零部件,50.5,50.8,45.4,56.2,30.9
70,801033.SI,化学原料,50.4,70.0,61.5,14.6,36.1
71,801017.SI,养殖业,50.3,43.1,26.2,86.9,58.3
72,801155.SI,中药Ⅱ,49.9,39.2,44.6,68.5,61.9
73,801141.SI,包装印刷,49.3,46.2,48.5,53.8,54.9
74,801143.SI,造纸,48.9,34.6,25.4,93.1,71.5
75,801972.SI,环保设备Ⅱ,48.1,62.3,63.8,13.1,57.0
76,801142.SI,家居用品,47.7,25.4,36.9,86.2,55.1
77,801152.SI,生物制品,47.5,27.7,40.8,78.5,47.1
78,801769.SI,出版,46.8,9.2,46.2,91.5,72.2
79,801103.SI,IT服务Ⅱ,46.3,18.5,30.8,96.9,53.2
80,801202.SI,贸易Ⅱ,45.8,29.2,66.2,41.5,43.4
81,801124.SI,食品加工,44.9,51.5,15.4,71.5,83.1
82,801095.SI,乘用车,43.9,32.3,23.8,80.8,41.8
83,801037.SI,橡胶,43.7,67.7,20.8,42.3,68.1
84,801726.SI,工程咨询服务Ⅱ,43.3,74.6,34.6,16.9,50.2
85,801104.SI,软件开发,42.9,33.8,38.5,58.5,46.8
86,801204.SI,专业连锁Ⅱ,42.2,33.1,30.0,66.9,56.5
87,801114.SI,厨卫电器,42.1,30.0,22.3,79.2,46.3
88,801952.SI,焦炭Ⅱ,41.0,4.6,31.5,94.6,23.7
89,801767.SI,数字媒体,40.2,16.2,50.0,56.9,62.9
90,801178.SI,物流,40.1,28.5,29.2,66.2,59.9
91,801116.SI,家电零部件Ⅱ,40.0,44.6,53.1,19.2,17.2
92,801128.SI,休闲食品,39.8,22.3,57.7,39.2,70.0
93,801994.SI,教育,38.3,23.8,27.7,67.7,47.2
94,801219.SI,酒店餐饮,38.0,52.3,2.3,63.1,60.0
95,801127.SI,饮料乳品,37.7,24.6,23.1,70.0,65.5
96,801231.SI,综合Ⅱ,37.6,31.5,28.5,55.4,73.1
97,801721.SI,房屋建设Ⅱ,37.6,38.5,6.9,72.3,77.5
98,801741.SI,航天装备Ⅱ,37.3,13.8,72.3,23.8,29.3
99,801207.SI,旅游零售Ⅱ,37.2,7.7,84.6,16.2,49.7
100,801951.SI,煤炭开采,36.9,1.5,66.9,43.1,67.2
101,801156.SI,医疗服务,36.4,56.9,16.2,36.2,47.8
102,801125.SI,白酒Ⅱ,36.1,37.7,6.2,69.2,73.8
103,801183.SI,房地产服务,36.0,15.4,16.9,82.3,51.2
104,801735.SI,光伏设备,35.9,42.3,43.1,20.0,27.0
105,801961.SI,油气开采Ⅱ,35.6,53.8,3.8,51.5,64.0
106,801014.SI,饲料,35.1,26.9,10.8,73.1,57.4
107,801765.SI,广告营销,34.9,6.9,8.5,98.5,66.0
108,801722.SI,装修装饰Ⅱ,34.8,5.4,67.7,30.8,42.3
109,801179.SI,铁路公路,34.5,23.1,11.5,74.6,90.0
110,801112.SI,黑色家电,33.8,47.7,19.2,34.6,43.5
111,801145.SI,文娱用品,33.5,17.7,43.8,40.0,28.4
112,801117.SI,其他家电Ⅱ,32.8,3.1,71.5,22.3,23.5
113,801203.SI,一般零售,31.7,20.0,26.9,50.8,32.3
114,801163.SI,燃气Ⅱ,31.0,30.8,40.0,20.8,33.4
115,801764.SI,游戏Ⅱ,30.5,12.3,21.5,62.3,55.9
116,801711.SI,水泥,30.1,20.8,9.2,65.4,69.6
117,801161.SI,电力,29.0,40.8,32.3,11.5,38.4
118,801731.SI,电机Ⅱ,28.9,14.6,36.2,36.9,36.6
119,801126.SI,非白酒,28.6,19.2,13.1,57.7,82.1
120,801738.SI,电网设备,27.2,45.4,13.8,21.5,27.2
121,801736.SI,风电设备,24.7,11.5,12.3,54.6,24.4
122,801015.SI,渔业,24.4,13.1,4.6,60.8,50.8
123,801995.SI,电视广播Ⅱ,21.4,8.5,0.0,61.5,51.8
124,801019.SI,农业综合Ⅱ,21.0,0.8,7.7,60.0,39.8
125,801962.SI,油服工程,20.4,10.8,14.6,38.5,26.8
126,801216.SI,体育Ⅱ,18.9,3.8,5.4,52.3,36.4
127,801223.SI,通信服务,18.7,21.5,20.0,13.8,55.4
128,801113.SI,小家电,16.3,6.2,10.0,35.4,61.7
129,801983.SI,医疗美容,13.5,10.0,0.8,32.3,51.4
130,801011.SI,林业Ⅱ,13.3,0.0,3.1,40.8,41.9
131,801766.SI,影视院线,11.3,2.3,1.5,33.1,53.3
