排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
36,801742.SI,航空装备Ⅱ,62.2,82.3,76.2,22.3,21.3
37,801036.SI,塑料,62.1,88.5,86.2,3.1,62.7
38,801083.SI,元件,60.5,79.2,93.8,0.0,67.8
39,801114.SI,厨卫电器,60.0,58.5,30.0,96.9,31.9
40,801096.SI,商用车,59.8,16.9,80.0,86.2,36.4
41,801963.SI,炼化及贸易,59.7,81.5,40.8,56.2,57.2
42,801155.SI,中药Ⅱ,59.4,65.4,46.9,66.9,49.9
43,801202.SI,贸易Ⅱ,58.2,5.4,79.2,95.4,26.8
44,801033.SI,化学原料,57.4,83.8,67.7,14.6,38.9
45,801017.SI,养殖业,57.3,51.5,66.2,53.8,33.9
46,801055.SI,工业金属,57.0,85.4,70.8,7.7,19.5
47,801142.SI,家居用品,56.9,40.8,45.4,89.2,56.5
48,801081.SI,半导体,56.7,77.7,82.3,2.3,48.1
49,801179.SI,铁路公路,56.5,53.1,33.1,87.7,78.1
50,801722.SI,装修装饰Ⅱ,55.9,3.8,75.4,93.8,18.2
51,801191.SI,多元金融,55.7,59.2,30.8,80.8,34.8
52,801125.SI,白酒Ⅱ,55.4,75.4,16.2,77.7,56.3
53,801156.SI,医疗服务,55.4,80.8,25.4,60.8,26.3
54,801044.SI,普钢,55.1,69.2,13.8,86.9,44.4
55,801723.SI,基础建设,54.7,27.7,46.2,96.2,51.8
56,801206.SI,互联网电商,54.2,18.5,69.2,78.5,40.9
57,801076.SI,轨交设备Ⅱ,53.8,64.6,60.8,33.1,55.7
58,801992.SI,航运港口,53.7,66.9,55.4,36.2,49.2
59,801713.SI,装修建材,53.2,42.3,80.8,33.8,44.9
60,801115.SI,照明设备Ⅱ,52.6,73.1,51.5,30.0,68.5
61,801014.SI,饲料,52.2,67.7,16.9,75.4,44.7
62,801092.SI,汽车服务,52.0,50.0,26.2,84.6,74.1
63,801152.SI,生物制品,51.2,45.4,23.1,90.8,44.2
64,801881.SI,摩托车及其他,50.8,41.5,18.5,99.2,64.1
65,801203.SI,一般零售,50.7,30.0,29.2,100.0,48.7
66,801127.SI,饮料乳品,50.3,63.8,19.2,70.8,45.9
67,801721.SI,房屋建设Ⅱ,49.9,72.3,7.7,73.1,66.9
68,801743.SI,地面兵装Ⅱ,49.6,61.5,48.5,36.9,65.9
69,801038.SI,农化制品,49.6,87.7,36.9,20.0,29.9
70,801037.SI,橡胶,49.6,56.9,31.5,62.3,72.2
71,801218.SI,专业服务,48.9,49.2,74.6,18.5,54.0
72,801769.SI,出版,48.5,24.6,63.1,59.2,69.5
73,801178.SI,物流,48.4,54.6,27.7,65.4,51.6
74,801077.SI,工程机械,48.3,34.6,64.6,45.4,76.5
75,801983.SI,医疗美容,47.4,29.2,83.1,26.9,30.8
76,801741.SI,航天装备Ⅱ,45.8,28.5,84.6,20.8,54.7
77,801204.SI,专业连锁Ⅱ,45.6,30.8,41.5,67.7,68.0
78,801181.SI,房地产开发,45.5,43.1,44.6,49.2,42.2
79,801207.SI,旅游零售Ⅱ,45.4,26.2,93.1,12.3,17.4
80,801019.SI,农业综合Ⅱ,44.7,6.2,89.2,37.7,14.4
81,801131.SI,纺织制造,44.5,37.7,21.5,79.2,62.3
82,801745.SI,军工电子Ⅱ,43.8,53.8,60.0,13.1,39.0
83,801143.SI,造纸,42.8,47.7,37.7,43.1,62.7
84,801726.SI,工程咨询服务Ⅱ,42.1,70.0,33.8,19.2,52.0
85,801219.SI,酒店餐饮,42.0,60.0,0.8,69.2,47.1
86,801082.SI,其他电子Ⅱ,42.0,44.6,65.4,11.5,56.9
87,801737.SI,电池,41.6,52.3,59.2,8.5,49.1
88,801744.SI,航海装备Ⅱ,41.3,36.9,28.5,61.5,57.9
89,801972.SI,环保设备Ⅱ,41.2,33.1,71.5,15.4,53.6
90,801961.SI,油气开采Ⅱ,41.2,76.2,5.4,42.3,57.6
91,801074.SI,专用设备,41.0,31.5,50.0,41.5,66.8
92,801711.SI,水泥,40.9,32.3,24.6,70.0,47.8
93,801153.SI,医疗器械,40.8,43.8,34.6,44.6,50.2
94,801183.SI,房地产服务,40.3,22.3,22.3,82.3,54.1
95,801095.SI,乘用车,39.5,33.8,35.4,50.8,27.6
96,801102.SI,通信设备,38.8,38.5,68.5,4.6,69.2
97,801103.SI,IT服务Ⅱ,38.7,6.9,20.0,97.7,55.9
98,801072.SI,通用设备,38.0,39.2,61.5,9.2,63.4
99,801141.SI,包装印刷,36.7,46.2,32.3,30.8,56.3
100,801101.SI,计算机设备,36.4,17.7,14.6,83.8,60.2
101,801161.SI,电力,36.4,40.0,54.6,10.8,47.1
102,801163.SI,燃气Ⅱ,35.5,62.3,20.8,21.5,29.2
103,801104.SI,软件开发,35.4,13.8,40.0,55.4,44.9
104,801733.SI,其他电源设备Ⅱ,35.2,3.1,50.8,54.6,64.1
105,801113.SI,小家电,34.2,15.4,3.1,92.3,79.9
106,801015.SI,渔业,34.2,35.4,6.9,64.6,48.3
107,801994.SI,教育,33.4,23.1,17.7,63.8,53.4
108,801735.SI,光伏设备,33.1,26.9,53.8,16.2,35.7
109,801093.SI,汽车零部件,32.6,11.5,36.2,53.1,55.8
110,801231.SI,综合Ⅱ,32.4,14.6,38.5,46.2,66.0
111,801078.SI,自动化设备,30.2,25.4,57.7,3.8,68.4
112,801112.SI,黑色家电,28.7,21.5,26.9,39.2,32.7
113,801764.SI,游戏Ⅱ,28.0,12.3,3.8,74.6,66.5
114,801995.SI,电视广播Ⅱ,27.6,7.7,10.0,71.5,45.1
115,801053.SI,贵金属,27.1,48.5,4.6,28.5,36.8
116,801116.SI,家电零部件Ⅱ,27.1,23.8,39.2,16.9,36.8
117,801767.SI,数字媒体,27.0,13.1,42.3,25.4,65.4
118,801117.SI,其他家电Ⅱ,26.9,16.2,9.2,60.0,44.7
119,801145.SI,文娱用品,26.4,10.8,23.8,47.7,30.2
120,801085.SI,消费电子,24.3,4.6,53.1,13.8,49.4
121,801962.SI,油服工程,23.9,36.2,2.3,34.6,26.6
122,801084.SI,光学光电子,23.6,9.2,52.3,6.9,70.1
123,801765.SI,广告营销,21.5,8.5,11.5,48.5,62.7
124,801223.SI,通信服务,17.4,19.2,15.4,17.7,37.0
125,801216.SI,体育Ⅱ,16.9,20.0,8.5,23.1,38.7
126,801952.SI,焦炭Ⅱ,16.7,20.8,0.0,31.5,64.6
127,801738.SI,电网设备,16.4,10.0,13.1,27.7,34.2
128,801011.SI,林业Ⅱ,15.3,0.0,6.2,43.8,45.8
129,801731.SI,电机Ⅱ,12.4,0.8,12.3,26.2,57.0
130,801736.SI,风电设备,11.7,2.3,10.8,23.8,21.7
131,801766.SI,影视院线,10.7,1.5,1.5,32.3,55.1
