排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
44,801077.SI,工程机械,61.3,60.8,80.8,39.2,52.5
45,801981.SI,个护用品,60.1,42.3,65.4,74.6,78.5
46,801055.SI,工业金属,59.1,73.1,88.5,8.5,59.4
47,801741.SI,航天装备Ⅱ,59.0,66.9,78.5,26.9,33.1
48,801053.SI,贵金属,59.0,66.2,70.0,37.7,66.5
49,801142.SI,家居用品,58.2,33.8,55.4,90.0,44.4
50,801151.SI,化学制药,58.1,52.3,49.2,75.4,55.1
51,801093.SI,汽车零部件,57.4,60.0,63.8,46.9,48.2
52,801726.SI,工程咨询服务Ⅱ,57.1,84.6,64.6,16.2,38.0
53,801972.SI,环保设备Ⅱ,56.9,77.7,73.1,13.8,47.2
54,801076.SI,轨交设备Ⅱ,56.7,75.4,66.2,23.8,51.0
55,801992.SI,航运港口,55.7,63.8,53.8,48.5,72.1
56,801111.SI,白色家电,55.5,10.0,74.6,86.2,73.2
57,801765.SI,广告营销,55.4,43.8,30.8,97.7,33.0
58,801181.SI,房地产开发,54.4,40.0,36.9,91.5,57.5
59,801206.SI,互联网电商,54.3,46.9,46.2,72.3,59.4
60,801722.SI,装修装饰Ⅱ,53.5,61.5,62.3,33.8,38.3
61,801769.SI,出版,53.5,40.8,51.5,70.8,53.2
62,801713.SI,装修建材,53.2,50.8,71.5,34.6,47.4
63,801743.SI,地面兵装Ⅱ,52.0,64.6,46.9,43.1,68.1
64,801738.SI,电网设备,51.3,76.2,48.5,25.4,25.1
65,801191.SI,多元金融,51.2,49.2,43.8,62.3,83.0
66,801735.SI,光伏设备,50.6,58.5,70.8,17.7,28.1
67,801124.SI,食品加工,49.0,41.5,47.7,59.2,45.6
68,801881.SI,摩托车及其他,48.9,31.5,52.3,65.4,62.4
69,801961.SI,油气开采Ⅱ,48.8,67.7,0.0,83.8,38.4
70,801012.SI,农产品加工,48.4,39.2,37.7,71.5,65.0
71,801711.SI,水泥,47.7,35.4,40.8,70.0,28.9
72,801991.SI,航空机场,47.5,46.2,8.5,94.6,69.4
73,801767.SI,数字媒体,47.1,56.9,44.6,38.5,38.5
74,801764.SI,游戏Ⅱ,47.0,34.6,42.3,66.9,33.5
75,801116.SI,家电零部件Ⅱ,46.3,50.0,69.2,15.4,38.8
76,801223.SI,通信服务,46.2,59.2,61.5,13.1,15.2
77,801155.SI,中药Ⅱ,46.1,36.2,36.2,69.2,55.4
78,801095.SI,乘用车,46.0,26.2,35.4,81.5,48.7
79,801153.SI,医疗器械,45.1,47.7,56.2,29.2,49.4
80,801982.SI,化妆品,44.9,38.5,24.6,76.2,66.6
81,801203.SI,一般零售,44.8,24.6,26.9,89.2,41.9
82,801731.SI,电机Ⅱ,44.5,72.3,33.8,24.6,36.2
83,801133.SI,饰品,44.3,43.1,40.0,50.8,81.2
84,801044.SI,普钢,43.5,51.5,20.8,60.8,74.1
85,801723.SI,基础建设,42.6,54.6,41.5,30.0,54.0
86,801736.SI,风电设备,42.6,53.8,32.3,41.5,21.7
87,801129.SI,调味发酵品Ⅱ,42.4,56.2,25.4,46.2,63.9
88,801096.SI,商用车,42.3,6.2,63.1,60.0,67.4
89,801154.SI,医药商业,42.0,37.7,27.7,63.8,62.2
90,801114.SI,厨卫电器,41.7,15.4,34.6,80.8,46.6
91,801113.SI,小家电,40.7,20.8,22.3,85.4,30.1
92,801963.SI,炼化及贸易,40.6,10.8,39.2,76.9,66.1
93,801783.SI,股份制银行Ⅱ,38.8,30.8,12.3,79.2,82.1
94,801033.SI,化学原料,38.7,48.5,43.1,22.3,56.1
95,801995.SI,电视广播Ⅱ,37.8,44.6,5.4,67.7,29.8
96,801962.SI,油服工程,37.6,23.8,45.4,44.6,25.0
97,801016.SI,种植业,37.3,26.9,31.5,56.2,66.3
98,801784.SI,城商行Ⅱ,37.1,29.2,1.5,87.7,71.1
99,801163.SI,燃气Ⅱ,36.3,33.1,50.8,23.1,33.2
100,801128.SI,休闲食品,36.2,3.1,20.0,93.8,52.3
101,801721.SI,房屋建设Ⅱ,36.0,36.9,13.1,61.5,45.4
102,801127.SI,饮料乳品,35.9,12.3,23.8,77.7,45.2
103,801019.SI,农业综合Ⅱ,35.7,5.4,10.8,100.0,25.7
104,801145.SI,文娱用品,35.6,7.7,11.5,96.2,50.6
105,801117.SI,其他家电Ⅱ,35.3,11.5,76.9,14.6,30.9
106,801994.SI,教育,34.6,16.2,38.5,51.5,45.8
107,801179.SI,铁路公路,34.6,32.3,17.7,56.9,48.3
108,801143.SI,造纸,34.4,8.5,18.5,83.1,61.0
109,801993.SI,旅游及景区,34.0,19.2,19.2,68.5,76.0
110,801017.SI,养殖业,33.9,13.1,28.5,64.6,62.2
111,801178.SI,物流,32.0,18.5,26.2,54.6,49.4
112,801183.SI,房地产服务,31.4,3.8,29.2,66.2,45.8
113,801766.SI,影视院线,31.3,23.1,3.1,73.8,22.3
114,801125.SI,白酒Ⅱ,30.5,14.6,10.0,73.1,41.8
115,801014.SI,饲料,30.2,9.2,23.1,63.1,44.3
116,801038.SI,农化制品,29.9,27.7,30.0,32.3,63.6
117,801011.SI,林业Ⅱ,29.8,1.5,7.7,88.5,23.4
118,801219.SI,酒店餐饮,28.8,21.5,15.4,53.1,49.4
119,801983.SI,医疗美容,27.9,28.5,3.8,55.4,25.7
120,801785.SI,农商行Ⅱ,27.7,20.0,16.2,50.0,74.5
121,801204.SI,专业连锁Ⅱ,27.4,25.4,6.9,53.8,57.5
122,801216.SI,体育Ⅱ,25.8,17.7,13.8,49.2,29.3
123,801952.SI,焦炭Ⅱ,24.8,0.0,2.3,80.0,55.8
124,801015.SI,渔业,23.7,13.8,9.2,52.3,33.6
125,801043.SI,冶钢原料,23.2,6.9,33.1,30.8,70.4
126,801782.SI,国有大型银行Ⅱ,19.3,30.0,0.8,28.5,66.6
127,801951.SI,煤炭开采,17.8,2.3,16.9,36.9,40.6
128,801161.SI,电力,16.9,16.9,21.5,11.5,41.7
129,801207.SI,旅游零售Ⅱ,15.9,22.3,4.6,21.5,39.7
130,801194.SI,保险Ⅱ,14.6,4.6,14.6,26.2,81.0
131,801126.SI,非白酒,13.3,0.8,6.2,36.2,38.3
