排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
53,801044.SI,普钢,55.1,69.2,13.8,86.9,44.4
54,801963.SI,炼化及贸易,54.9,81.5,39.2,42.3,57.2
55,801723.SI,基础建设,54.2,27.7,45.4,95.4,49.3
56,801077.SI,工程机械,53.8,34.6,66.9,60.8,76.5
57,801206.SI,互联网电商,53.5,18.5,68.5,76.9,40.9
58,801156.SI,医疗服务,53.5,80.8,23.8,56.2,25.2
59,801076.SI,轨交设备Ⅱ,52.9,64.6,60.0,30.8,55.7
60,801014.SI,饲料,52.5,67.7,16.9,76.2,44.7
61,801115.SI,照明设备Ⅱ,52.4,73.1,50.8,30.0,68.5
62,801152.SI,生物制品,52.0,45.4,24.6,91.5,44.2
63,801017.SI,养殖业,51.8,51.5,65.4,36.2,33.9
64,801092.SI,汽车服务,51.8,50.0,26.2,83.8,74.3
65,801881.SI,摩托车及其他,51.0,41.5,18.5,100.0,63.8
66,801019.SI,农业综合Ⅱ,50.6,6.2,92.3,53.8,15.4
67,801127.SI,饮料乳品,50.3,63.8,19.2,70.8,45.9
68,801203.SI,一般零售,50.2,30.0,28.5,99.2,47.1
69,801181.SI,房地产开发,49.5,43.1,46.9,60.0,44.1
70,801218.SI,专业服务,49.2,49.2,75.4,18.5,54.0
71,801178.SI,物流,49.2,54.6,29.2,66.2,51.8
72,801743.SI,地面兵装Ⅱ,48.4,61.5,49.2,32.3,65.7
73,801038.SI,农化制品,48.0,87.7,32.3,20.0,29.9
74,801721.SI,房屋建设Ⅱ,48.0,72.3,2.3,73.1,66.0
75,801983.SI,医疗美容,47.4,29.2,83.1,26.9,30.8
76,801153.SI,医疗器械,47.2,43.8,36.9,63.1,50.2
77,801204.SI,专业连锁Ⅱ,45.9,30.8,42.3,67.7,68.0
78,801143.SI,造纸,45.7,47.7,40.0,50.0,62.7
79,801741.SI,航天装备Ⅱ,45.5,28.5,83.8,20.8,54.4
80,801131.SI,纺织制造,45.3,37.7,23.1,80.0,62.5
81,801769.SI,出版,45.2,24.6,63.8,47.7,69.5
82,801207.SI,旅游零售Ⅱ,44.6,26.2,91.5,11.5,17.1
83,801745.SI,军工电子Ⅱ,44.3,53.8,61.5,13.1,39.0
84,801037.SI,橡胶,43.8,56.9,30.0,44.6,72.2
85,801961.SI,油气开采Ⅱ,43.5,76.2,4.6,50.8,57.2
86,801082.SI,其他电子Ⅱ,43.0,44.6,67.7,12.3,56.9
87,801726.SI,工程咨询服务Ⅱ,42.6,70.0,35.4,19.2,52.0
88,801219.SI,酒店餐饮,41.8,60.0,0.0,69.2,47.1
89,801972.SI,环保设备Ⅱ,41.5,33.1,72.3,15.4,53.6
90,801711.SI,水泥,41.2,32.3,25.4,70.0,47.8
91,801737.SI,电池,40.8,52.3,56.9,8.5,48.8
92,801183.SI,房地产服务,40.5,22.3,22.3,83.1,53.9
93,801102.SI,通信设备,39.6,38.5,70.0,5.4,69.2
94,801103.SI,IT服务Ⅱ,39.2,6.9,20.8,98.5,56.9
95,801074.SI,专用设备,38.5,31.5,50.0,33.1,66.3
96,801141.SI,包装印刷,38.4,46.2,33.1,35.4,57.0
97,801095.SI,乘用车,38.4,33.8,33.8,49.2,27.6
98,801744.SI,航海装备Ⅱ,38.1,36.9,27.7,51.5,57.9
99,801072.SI,通用设备,37.8,39.2,60.8,9.2,63.4
100,801101.SI,计算机设备,36.7,17.7,14.6,84.6,60.2
101,801161.SI,电力,36.4,40.0,54.6,10.8,47.1
102,801104.SI,软件开发,35.7,13.8,40.8,55.4,44.7
103,801163.SI,燃气Ⅱ,35.3,62.3,20.0,21.5,29.2
104,801015.SI,渔业,34.7,35.4,8.5,64.6,49.1
105,801093.SI,汽车零部件,34.2,11.5,36.2,58.5,55.8
106,801113.SI,小家电,33.4,15.4,0.8,92.3,79.9
107,801994.SI,教育,33.4,23.1,17.7,63.8,53.4
108,801735.SI,光伏设备,33.1,26.9,53.8,16.2,35.7
109,801733.SI,其他电源设备Ⅱ,32.0,3.1,51.5,43.1,64.1
110,801962.SI,油服工程,31.5,36.2,6.9,54.6,27.7
111,801231.SI,综合Ⅱ,30.1,14.6,38.5,38.5,66.0
112,801112.SI,黑色家电,30.1,21.5,26.9,43.8,32.9
113,801078.SI,自动化设备,29.9,25.4,56.2,4.6,68.4
114,801764.SI,游戏Ⅱ,28.8,12.3,5.4,75.4,66.5
115,801053.SI,贵金属,28.2,48.5,7.7,28.5,37.9
116,801117.SI,其他家电Ⅱ,27.6,16.2,10.0,61.5,45.7
117,801767.SI,数字媒体,27.3,13.1,43.1,25.4,65.4
118,801116.SI,家电零部件Ⅱ,26.6,23.8,37.7,16.9,36.8
119,801995.SI,电视广播Ⅱ,25.2,7.7,3.1,71.5,43.5
120,801084.SI,光学光电子,23.6,9.2,52.3,6.9,70.1
121,801085.SI,消费电子,22.7,4.6,48.5,13.8,49.4
122,801952.SI,焦炭Ⅱ,22.5,20.8,3.8,46.2,65.0
123,801145.SI,文娱用品,21.4,10.8,21.5,33.8,29.2
124,801011.SI,林业Ⅱ,21.0,0.0,9.2,59.2,46.0
125,801765.SI,广告营销,20.4,8.5,10.8,45.4,62.7
126,801223.SI,通信服务,17.4,19.2,15.4,17.7,37.0
127,801738.SI,电网设备,16.4,10.0,13.1,27.7,34.2
128,801216.SI,体育Ⅱ,16.1,20.0,6.2,23.1,38.4
129,801731.SI,电机Ⅱ,12.4,0.8,12.3,26.2,57.0
130,801736.SI,风电设备,12.2,2.3,11.5,24.6,21.7
131,801766.SI,影视院线,12.1,1.5,1.5,36.9,55.9
