排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
32,801951.SI,煤炭开采,62.8,92.3,61.5,30.0,27.8
33,801081.SI,半导体,62.6,78.5,97.7,3.1,62.3
34,801127.SI,饮料乳品,62.6,88.5,60.8,34.6,38.3
35,801012.SI,农产品加工,61.9,56.9,46.2,86.2,70.6
36,801128.SI,休闲食品,61.8,70.0,21.5,99.2,59.5
37,801991.SI,航空机场,61.5,63.8,44.6,78.5,39.7
38,801766.SI,影视院线,61.5,76.2,83.8,18.5,52.3
39,801117.SI,其他家电Ⅱ,61.3,18.5,80.8,88.5,28.0
40,801143.SI,造纸,61.1,74.6,76.2,27.7,52.6
41,801142.SI,家居用品,60.9,54.6,77.7,48.5,49.7
42,801963.SI,炼化及贸易,59.6,81.5,62.3,30.8,47.3
43,801124.SI,食品加工,59.2,73.1,49.2,54.6,51.8
44,801711.SI,水泥,59.1,67.7,47.7,62.3,38.2
45,801994.SI,教育,58.6,82.3,32.3,61.5,54.7
46,801206.SI,互联网电商,58.5,40.0,58.5,80.0,62.6
47,801116.SI,家电零部件Ⅱ,57.6,71.5,83.1,11.5,62.5
48,801745.SI,军工电子Ⅱ,57.2,66.2,75.4,25.4,67.9
49,801982.SI,化妆品,57.2,63.1,70.0,35.4,56.6
50,801113.SI,小家电,57.2,65.4,40.0,67.7,55.2
51,801101.SI,计算机设备,55.6,60.8,50.0,56.2,43.3
52,801721.SI,房屋建设Ⅱ,55.5,72.3,4.6,95.4,42.3
53,801112.SI,黑色家电,55.0,50.8,74.6,36.9,54.5
54,801731.SI,电机Ⅱ,54.7,61.5,73.8,24.6,45.8
55,801131.SI,纺织制造,54.0,53.8,81.5,22.3,67.0
56,801095.SI,乘用车,54.0,85.4,29.2,46.2,45.2
57,801126.SI,非白酒,53.5,73.8,13.8,76.2,38.3
58,801769.SI,出版,53.4,40.8,34.6,90.0,55.8
59,801019.SI,农业综合Ⅱ,52.3,8.5,91.5,57.7,45.9
60,801125.SI,白酒Ⅱ,51.2,49.2,11.5,100.0,37.9
61,801076.SI,轨交设备Ⅱ,50.9,46.2,43.1,65.4,47.4
62,801231.SI,综合Ⅱ,50.2,53.1,33.1,66.9,61.6
63,801724.SI,专业工程,50.2,33.1,51.5,68.5,37.5
64,801743.SI,地面兵装Ⅱ,50.2,16.2,65.4,72.3,48.4
65,801043.SI,冶钢原料,50.1,26.2,56.9,70.0,45.0
66,801016.SI,种植业,50.1,37.7,26.9,91.5,43.9
67,801114.SI,厨卫电器,48.2,43.8,57.7,42.3,47.9
68,801074.SI,专用设备,47.9,48.5,63.8,28.5,41.4
69,801037.SI,橡胶,47.9,35.4,73.1,33.1,69.2
70,801219.SI,酒店餐饮,47.8,58.5,1.5,89.2,33.2
71,801723.SI,基础建设,47.7,45.4,55.4,41.5,41.1
72,801141.SI,包装印刷,47.7,15.4,66.9,63.1,41.8
73,801203.SI,一般零售,47.2,47.7,19.2,79.2,46.5
74,801782.SI,国有大型银行Ⅱ,47.0,79.2,43.8,13.1,26.0
75,801038.SI,农化制品,46.8,46.9,30.0,66.2,42.8
76,801085.SI,消费电子,46.7,21.5,41.5,82.3,40.0
77,801145.SI,文娱用品,46.3,59.2,9.2,74.6,47.7
78,801015.SI,渔业,46.3,51.5,6.2,86.9,53.7
79,801742.SI,航空装备Ⅱ,46.1,38.5,33.8,69.2,52.5
80,801181.SI,房地产开发,45.8,50.0,40.8,46.9,46.8
81,801163.SI,燃气Ⅱ,45.7,55.4,36.2,45.4,59.3
82,801053.SI,贵金属,45.3,93.1,23.8,14.6,23.8
83,801044.SI,普钢,45.1,52.3,10.0,77.7,72.0
84,801086.SI,电子化学品Ⅱ,45.0,36.2,92.3,0.0,70.8
85,801972.SI,环保设备Ⅱ,44.4,30.0,59.2,43.8,43.5
86,801204.SI,专业连锁Ⅱ,44.2,16.9,37.7,83.8,44.7
87,801072.SI,通用设备,43.1,41.5,78.5,3.8,57.8
88,801961.SI,油气开采Ⅱ,42.3,70.8,0.0,58.5,54.1
89,801218.SI,专业服务,42.3,25.4,26.2,80.8,75.9
90,801045.SI,特钢Ⅱ,41.8,42.3,42.3,40.8,55.8
91,801993.SI,旅游及景区,40.9,43.1,18.5,64.6,59.2
92,801103.SI,IT服务Ⅱ,40.3,11.5,24.6,92.3,51.0
93,801078.SI,自动化设备,39.4,33.8,72.3,7.7,36.3
94,801983.SI,医疗美容,38.8,34.6,3.8,84.6,69.9
95,801726.SI,工程咨询服务Ⅱ,38.8,44.6,48.5,20.8,71.1
96,801952.SI,焦炭Ⅱ,38.6,29.2,0.8,93.8,35.1
97,801092.SI,汽车服务,38.6,26.9,2.3,94.6,42.9
98,801183.SI,房地产服务,38.0,31.5,22.3,63.8,44.8
99,801034.SI,化学制品,37.0,39.2,54.6,13.8,65.7
100,801055.SI,工业金属,36.9,60.0,13.1,37.7,36.0
101,801737.SI,电池,36.1,32.3,53.8,20.0,48.9
102,801051.SI,金属新材料,34.5,10.0,66.2,26.2,61.8
103,801735.SI,光伏设备,34.4,6.2,30.8,71.5,33.9
104,801033.SI,化学原料,34.0,23.8,39.2,40.0,65.2
105,801722.SI,装修装饰Ⅱ,34.0,17.7,35.4,51.5,72.7
106,801995.SI,电视广播Ⅱ,33.6,13.8,6.9,87.7,38.8
107,801115.SI,照明设备Ⅱ,33.3,3.8,20.0,83.1,30.4
108,801104.SI,软件开发,32.3,20.0,20.8,60.0,51.6
109,801713.SI,装修建材,30.1,24.6,50.8,12.3,54.6
110,801039.SI,非金属材料Ⅱ,29.6,0.0,70.8,16.2,9.2
111,801082.SI,其他电子Ⅱ,28.5,13.1,63.1,6.2,35.1
112,801765.SI,广告营销,27.7,4.6,8.5,76.9,52.0
113,801223.SI,通信服务,26.8,28.5,27.7,23.8,56.8
114,801036.SI,塑料,26.0,12.3,56.2,6.9,40.1
115,801736.SI,风电设备,25.0,14.6,14.6,49.2,56.0
116,801032.SI,化学纤维,24.8,9.2,38.5,26.9,55.0
117,801216.SI,体育Ⅱ,23.9,22.3,7.7,44.6,14.9
118,801738.SI,电网设备,23.6,10.8,23.1,39.2,30.8
119,801202.SI,贸易Ⅱ,23.1,19.2,17.7,33.8,43.5
120,801161.SI,电力,22.5,36.9,10.8,19.2,22.3
121,801733.SI,其他电源设备Ⅱ,21.8,23.1,12.3,31.5,32.8
122,801962.SI,油服工程,21.8,30.8,16.9,16.9,46.5
123,801054.SI,小金属,19.2,0.8,46.9,8.5,58.9
124,801011.SI,林业Ⅱ,18.6,1.5,5.4,53.8,58.1
125,801767.SI,数字媒体,18.4,5.4,16.2,36.2,15.3
126,801056.SI,能源金属,17.3,20.8,15.4,15.4,54.3
127,801102.SI,通信设备,17.2,2.3,28.5,21.5,32.1
128,801712.SI,玻璃玻纤,16.2,6.9,31.5,9.2,62.6
129,801207.SI,旅游零售Ⅱ,16.1,27.7,3.1,17.7,22.2
130,801084.SI,光学光电子,15.4,3.1,36.9,4.6,68.1
131,801083.SI,元件,12.3,7.7,25.4,2.3,35.9
