排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
56,801971.SI,环境治理,55.3,62.3,55.4,46.9,61.6
57,801141.SI,包装印刷,55.0,60.8,64.6,36.9,62.8
58,801104.SI,软件开发,54.1,76.2,50.0,33.1,44.7
59,801111.SI,白色家电,54.1,32.3,61.5,70.8,63.9
60,801769.SI,出版,53.8,50.0,39.2,75.4,38.3
61,801038.SI,农化制品,53.4,66.9,63.8,25.4,40.6
62,801092.SI,汽车服务,52.8,33.8,43.8,85.4,53.0
63,801142.SI,家居用品,52.8,21.5,46.2,96.9,54.3
64,801738.SI,电网设备,52.7,79.2,56.9,16.9,36.8
65,801722.SI,装修装饰Ⅱ,52.6,52.3,67.7,35.4,39.3
66,801735.SI,光伏设备,52.2,77.7,57.7,16.2,47.0
67,801043.SI,冶钢原料,52.1,30.0,83.8,40.8,34.1
68,801981.SI,个护用品,52.0,23.8,56.2,80.0,75.7
69,801129.SI,调味发酵品Ⅱ,51.7,60.0,36.2,60.0,71.8
70,801972.SI,环保设备Ⅱ,51.6,70.8,66.9,11.5,52.4
71,801223.SI,通信服务,51.6,64.6,72.3,12.3,17.2
72,801983.SI,医疗美容,51.4,24.6,66.2,65.4,20.3
73,801726.SI,工程咨询服务Ⅱ,50.2,88.5,43.1,13.8,45.1
74,801743.SI,地面兵装Ⅱ,49.9,63.8,53.1,30.0,56.8
75,801127.SI,饮料乳品,49.8,37.7,30.0,86.9,29.2
76,801713.SI,装修建材,49.7,48.5,59.2,40.0,52.6
77,801096.SI,商用车,49.7,17.7,62.3,72.3,42.5
78,801723.SI,基础建设,49.0,56.2,37.7,53.8,34.4
79,801765.SI,广告营销,48.4,68.5,26.2,50.8,34.3
80,801153.SI,医疗器械,47.3,39.2,48.5,55.4,54.1
81,801133.SI,饰品,45.8,40.8,34.6,64.6,67.3
82,801044.SI,普钢,45.7,54.6,14.6,71.5,61.5
83,801125.SI,白酒Ⅱ,45.6,36.2,16.9,90.0,29.3
84,801711.SI,水泥,44.2,30.8,35.4,70.0,38.4
85,801155.SI,中药Ⅱ,43.5,28.5,24.6,83.1,50.8
86,801783.SI,股份制银行Ⅱ,41.7,38.5,10.0,82.3,68.6
87,801163.SI,燃气Ⅱ,41.1,45.4,46.9,29.2,26.1
88,801736.SI,风电设备,40.9,55.4,38.5,26.9,21.8
89,801991.SI,航空机场,40.8,36.9,7.7,83.8,89.8
90,801154.SI,医药商业,40.5,26.9,22.3,77.7,53.7
91,801962.SI,油服工程,40.3,34.6,50.8,34.6,19.7
92,801016.SI,种植业,39.6,26.2,27.7,69.2,54.9
93,801112.SI,黑色家电,39.5,44.6,25.4,50.0,67.9
94,801093.SI,汽车零部件,39.5,47.7,41.5,27.7,47.3
95,801017.SI,养殖业,39.3,22.3,20.0,81.5,59.2
96,801203.SI,一般零售,39.2,6.9,21.5,97.7,66.6
97,801116.SI,家电零部件Ⅱ,39.0,41.5,51.5,21.5,40.6
98,801784.SI,城商行Ⅱ,38.8,27.7,15.4,79.2,69.0
99,801179.SI,铁路公路,38.1,33.1,18.5,66.9,32.5
100,801731.SI,电机Ⅱ,37.9,46.2,42.3,23.1,43.7
101,801143.SI,造纸,37.6,9.2,19.2,92.3,48.3
102,801012.SI,农产品加工,37.5,15.4,33.8,67.7,63.6
103,801014.SI,饲料,37.5,13.8,30.8,73.1,33.5
104,801114.SI,厨卫电器,37.1,11.5,28.5,76.9,43.8
105,801721.SI,房屋建设Ⅱ,36.4,35.4,4.6,74.6,44.3
106,801128.SI,休闲食品,35.7,2.3,23.1,89.2,48.3
107,801178.SI,物流,35.1,20.8,20.8,68.5,40.7
108,801145.SI,文娱用品,34.6,7.7,11.5,93.1,51.1
109,801117.SI,其他家电Ⅱ,34.3,12.3,69.2,19.2,9.6
110,801994.SI,教育,33.2,8.5,33.1,62.3,51.7
111,801993.SI,旅游及景区,32.8,10.8,13.8,80.8,72.0
112,801782.SI,国有大型银行Ⅱ,32.4,31.5,12.3,56.9,63.1
113,801183.SI,房地产服务,32.3,3.1,23.8,76.2,42.2
114,801113.SI,小家电,32.2,16.9,36.9,44.6,34.0
115,801982.SI,化妆品,32.1,6.2,3.1,96.2,70.6
116,801741.SI,航天装备Ⅱ,32.0,25.4,29.2,43.1,46.2
117,801095.SI,乘用车,31.8,16.2,0.8,86.2,48.6
118,801785.SI,农商行Ⅱ,30.0,20.0,13.1,61.5,60.4
119,801961.SI,油气开采Ⅱ,29.9,58.5,0.0,31.5,55.2
120,801766.SI,影视院线,28.8,19.2,16.2,54.6,38.6
121,801951.SI,煤炭开采,27.2,5.4,26.9,53.1,40.6
122,801204.SI,专业连锁Ⅱ,25.1,13.1,3.8,63.8,59.1
123,801219.SI,酒店餐饮,24.7,4.6,9.2,66.2,44.4
124,801015.SI,渔业,23.0,10.0,1.5,63.1,33.9
125,801952.SI,焦炭Ⅱ,22.9,0.0,2.3,73.8,60.4
126,801216.SI,体育Ⅱ,20.9,14.6,5.4,46.2,22.8
127,801161.SI,电力,19.8,23.1,17.7,18.5,39.5
128,801126.SI,非白酒,18.7,0.8,8.5,51.5,36.3
129,801019.SI,农业综合Ⅱ,18.0,3.8,6.2,48.5,20.4
130,801011.SI,林业Ⅱ,17.7,1.5,6.9,49.2,22.7
131,801207.SI,旅游零售Ⅱ,14.2,18.5,10.8,13.1,43.8
