排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
1,801193.SI,证券Ⅱ,77.1,89.2,100.0,36.2,76.5
2,801733.SI,其他电源设备Ⅱ,74.0,92.3,86.2,38.5,54.9
3,801053.SI,贵金属,73.0,69.2,90.0,57.7,45.3
4,801764.SI,游戏Ⅱ,72.8,66.2,60.0,95.4,19.3
5,801037.SI,橡胶,72.7,83.8,73.8,58.5,46.4
6,801101.SI,计算机设备,71.8,81.5,71.5,60.8,45.0
7,801051.SI,金属新材料,71.6,90.8,94.6,22.3,68.4
8,801054.SI,小金属,71.1,96.9,98.5,9.2,63.3
9,801086.SI,电子化学品Ⅱ,69.9,99.2,99.2,1.5,61.6
10,801082.SI,其他电子Ⅱ,69.2,97.7,90.8,10.8,68.7
11,801056.SI,能源金属,68.7,86.2,97.7,14.6,57.9
12,801712.SI,玻璃玻纤,68.4,100.0,95.4,0.0,65.6
13,801081.SI,半导体,68.3,96.2,96.2,3.1,48.9
14,801034.SI,化学制品,68.0,86.9,83.1,28.5,60.4
15,801039.SI,非金属材料Ⅱ,67.9,98.5,91.5,4.6,70.5
16,801083.SI,元件,67.5,95.4,96.9,0.8,65.7
17,801202.SI,贸易Ⅱ,66.9,40.0,70.0,94.6,56.9
18,801102.SI,通信设备,66.0,94.6,89.2,5.4,59.9
19,801084.SI,光学光电子,65.9,93.1,88.5,7.7,63.0
20,801767.SI,数字媒体,65.7,67.7,79.2,47.7,22.5
21,801963.SI,炼化及贸易,65.6,43.1,68.5,88.5,55.6
22,801724.SI,专业工程,65.1,80.0,76.9,33.8,54.7
23,801036.SI,塑料,64.2,93.8,87.7,2.3,65.3
24,801103.SI,IT服务Ⅱ,64.2,72.3,63.1,56.2,44.0
25,801085.SI,消费电子,64.1,90.0,84.6,10.0,51.8
26,801055.SI,工业金属,63.9,82.3,93.1,8.5,55.2
27,801737.SI,电池,63.8,83.1,93.8,6.2,47.4
28,801074.SI,专用设备,63.6,80.8,65.4,41.5,56.6
29,801156.SI,医疗服务,63.4,84.6,76.2,23.8,32.7
30,801206.SI,互联网电商,63.4,51.5,49.2,93.8,61.4
31,801742.SI,航空装备Ⅱ,63.3,59.2,70.8,59.2,46.6
32,801218.SI,专业服务,63.0,87.7,74.6,20.8,65.8
33,801152.SI,生物制品,62.8,49.2,52.3,90.8,30.6
34,801072.SI,通用设备,62.1,91.5,80.0,6.9,55.2
35,801077.SI,工程机械,62.1,61.5,82.3,39.2,50.7
36,801992.SI,航运港口,62.0,73.8,58.5,52.3,47.0
37,801018.SI,动物保健Ⅱ,61.6,57.7,80.8,43.8,73.1
38,801078.SI,自动化设备,61.4,85.4,86.9,3.8,61.7
39,801191.SI,多元金融,61.2,63.1,85.4,30.8,47.9
40,801744.SI,航海装备Ⅱ,60.9,76.9,60.8,42.3,50.8
41,801131.SI,纺织制造,60.5,56.9,40.8,87.7,58.3
42,801151.SI,化学制药,60.3,53.8,40.0,91.5,40.1
43,801124.SI,食品加工,59.9,53.1,45.4,84.6,42.3
44,801745.SI,军工电子Ⅱ,59.6,78.5,78.5,15.4,54.2
45,801881.SI,摩托车及其他,59.3,29.2,54.6,100.0,47.7
46,801032.SI,化学纤维,59.0,65.4,75.4,32.3,70.9
47,801033.SI,化学原料,58.8,73.1,77.7,20.0,40.4
48,801076.SI,轨交设备Ⅱ,58.5,71.5,73.1,26.2,38.8
49,801115.SI,照明设备Ⅱ,58.3,70.0,81.5,17.7,55.7
50,801194.SI,保险Ⅱ,57.5,50.8,92.3,24.6,76.8
51,801995.SI,电视广播Ⅱ,56.7,46.9,47.7,78.5,40.4
52,801045.SI,特钢Ⅱ,56.5,75.4,53.8,37.7,84.0
53,801181.SI,房地产开发,56.1,43.8,31.5,99.2,56.2
54,801132.SI,服装家纺,55.7,42.3,32.3,98.5,73.0
55,801231.SI,综合Ⅱ,55.3,74.6,44.6,45.4,34.7
