排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
43,801993.SI,旅游及景区,59.4,48.5,58.5,73.1,67.0
44,801133.SI,饰品,58.4,64.6,51.5,59.2,36.1
45,801745.SI,军工电子Ⅱ,58.4,80.8,76.2,11.5,36.4
46,801103.SI,IT服务Ⅱ,58.1,42.3,44.6,92.3,48.5
47,801206.SI,互联网电商,57.6,36.9,63.8,74.6,31.3
48,801111.SI,白色家电,57.5,7.7,89.2,78.5,77.0
49,801112.SI,黑色家电,57.2,66.9,66.9,34.6,26.8
50,801085.SI,消费电子,57.2,75.4,80.8,8.5,14.9
51,801742.SI,航空装备Ⅱ,57.0,77.7,60.0,29.2,24.7
52,801037.SI,橡胶,56.9,76.9,54.6,36.2,56.4
53,801202.SI,贸易Ⅱ,56.9,60.0,67.7,40.8,29.3
54,801785.SI,农商行Ⅱ,56.8,30.0,90.8,48.5,83.6
55,801101.SI,计算机设备,56.8,71.5,53.8,43.1,42.8
56,801743.SI,地面兵装Ⅱ,55.5,74.6,57.7,30.8,66.8
57,801131.SI,纺织制造,55.5,46.9,43.8,79.2,46.2
58,801012.SI,农产品加工,55.3,56.9,43.1,67.7,51.9
59,801203.SI,一般零售,55.3,50.8,26.9,93.8,52.2
60,801972.SI,环保设备Ⅱ,55.3,67.7,73.1,20.0,48.2
61,801092.SI,汽车服务,54.4,66.2,20.0,80.8,77.7
62,801881.SI,摩托车及其他,54.3,28.5,42.3,98.5,45.4
63,801713.SI,装修建材,53.5,50.0,69.2,39.2,53.1
64,801104.SI,软件开发,53.2,43.8,36.9,83.1,55.2
65,801982.SI,化妆品,53.0,60.8,30.0,70.8,61.1
66,801033.SI,化学原料,52.7,70.8,65.4,16.9,43.3
67,801076.SI,轨交设备Ⅱ,52.1,69.2,59.2,23.8,44.2
68,801992.SI,航运港口,51.7,65.4,63.1,22.3,44.0
69,801142.SI,家居用品,51.6,25.4,52.3,81.5,57.9
70,801043.SI,冶钢原料,50.9,59.2,53.1,38.5,74.6
71,801038.SI,农化制品,48.5,73.8,37.7,31.5,55.9
72,801735.SI,光伏设备,48.4,61.5,60.8,18.5,37.1
73,801044.SI,普钢,47.9,63.8,16.9,65.4,52.3
74,801096.SI,商用车,47.8,4.6,56.2,88.5,35.6
75,801181.SI,房地产开发,47.6,33.1,27.7,87.7,76.2
76,801017.SI,养殖业,47.3,43.1,39.2,61.5,79.6
77,801722.SI,装修装饰Ⅱ,46.9,40.0,62.3,36.9,23.6
78,801961.SI,油气开采Ⅱ,46.7,54.6,2.3,89.2,66.3
79,801016.SI,种植业,45.6,46.2,34.6,57.7,47.4
80,801124.SI,食品加工,44.7,41.5,36.2,58.5,73.7
81,801726.SI,工程咨询服务Ⅱ,44.2,72.3,40.8,15.4,60.1
82,801093.SI,汽车零部件,43.1,44.6,46.2,37.7,34.6
83,801154.SI,医药商业,43.1,34.6,33.1,64.6,65.3
84,801738.SI,电网设备,42.8,70.0,38.5,16.2,21.2
85,801151.SI,化学制药,42.4,39.2,23.1,68.5,66.3
86,801731.SI,电机Ⅱ,41.6,52.3,46.9,23.1,19.8
87,801155.SI,中药Ⅱ,41.5,31.5,41.5,53.1,72.4
88,801952.SI,焦炭Ⅱ,41.5,5.4,31.5,95.4,24.9
89,801994.SI,教育,41.4,23.8,48.5,53.8,39.2
90,801128.SI,休闲食品,41.3,14.6,18.5,99.2,61.6
91,801995.SI,电视广播Ⅱ,40.6,35.4,15.4,76.2,42.5
92,801143.SI,造纸,40.1,33.8,16.2,75.4,57.6
93,801741.SI,航天装备Ⅱ,39.1,18.5,70.8,26.2,16.6
94,801204.SI,专业连锁Ⅱ,38.9,37.7,29.2,51.5,45.3
95,801231.SI,综合Ⅱ,38.5,6.2,25.4,91.5,71.4
96,801145.SI,文娱用品,38.2,16.2,10.0,96.9,38.0
97,801207.SI,旅游零售Ⅱ,37.8,3.8,82.3,25.4,14.0
98,801116.SI,家电零部件Ⅱ,36.8,26.2,68.5,12.3,22.5
99,801156.SI,医疗服务,36.8,53.1,12.3,46.2,62.8
100,801152.SI,生物制品,36.3,27.7,19.2,66.2,55.5
101,801219.SI,酒店餐饮,36.0,55.4,5.4,49.2,63.4
102,801114.SI,厨卫电器,36.0,19.2,22.3,71.5,82.3
103,801113.SI,小家电,35.8,6.9,11.5,97.7,50.4
104,801766.SI,影视院线,35.4,20.8,3.1,90.0,37.6
105,801769.SI,出版,35.3,15.4,26.2,69.2,71.8
106,801765.SI,广告营销,34.9,10.8,9.2,93.1,64.4
107,801711.SI,水泥,33.8,22.3,30.8,50.8,47.3
108,801721.SI,房屋建设Ⅱ,32.9,38.5,0.8,63.8,87.5
109,801183.SI,房地产服务,32.4,11.5,17.7,73.8,56.7
110,801095.SI,乘用车,31.6,17.7,23.8,56.9,67.5
111,801962.SI,油服工程,31.0,12.3,35.4,47.7,29.3
112,801178.SI,物流,30.7,20.0,20.8,54.6,66.8
113,801767.SI,数字媒体,30.0,26.9,28.5,35.4,33.7
114,801014.SI,饲料,29.4,13.1,10.8,70.0,73.2
115,801723.SI,基础建设,28.9,32.3,24.6,30.0,60.4
116,801163.SI,燃气Ⅱ,28.9,21.5,40.0,24.6,43.2
117,801125.SI,白酒Ⅱ,28.2,24.6,4.6,60.0,79.8
118,801764.SI,游戏Ⅱ,27.6,10.0,21.5,55.4,53.6
119,801161.SI,电力,27.2,36.2,32.3,10.8,48.9
120,801951.SI,煤炭开采,27.1,0.8,47.7,33.8,67.2
121,801179.SI,铁路公路,27.1,16.9,8.5,60.8,80.6
122,801127.SI,饮料乳品,27.0,8.5,14.6,63.1,66.0
123,801223.SI,通信服务,26.2,29.2,33.8,13.8,30.0
124,801015.SI,渔业,25.3,23.1,6.2,50.0,52.4
125,801736.SI,风电设备,23.4,30.8,13.1,26.9,30.8
126,801126.SI,非白酒,21.7,13.8,13.8,40.0,73.7
127,801983.SI,医疗美容,21.6,9.2,7.7,52.3,59.3
128,801011.SI,林业Ⅱ,15.1,0.0,6.9,42.3,48.2
129,801019.SI,农业综合Ⅱ,11.0,1.5,1.5,33.1,40.2
130,801216.SI,体育Ⅱ,10.8,3.1,0.0,32.3,35.5
131,801117.SI,其他家电Ⅱ,8.6,2.3,3.8,21.5,42.0
