排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
27,801092.SI,汽车服务,66.3,51.5,52.3,100.0,72.2
28,801132.SI,服装家纺,65.8,64.6,61.5,72.3,69.5
29,801056.SI,能源金属,65.5,90.8,87.7,10.0,12.4
30,801036.SI,塑料,65.1,95.4,88.5,2.3,42.1
31,801993.SI,旅游及景区,65.0,70.0,76.2,46.2,52.9
32,801124.SI,食品加工,64.9,73.1,57.7,63.8,47.9
33,801083.SI,元件,64.1,90.0,93.1,0.0,67.1
34,801081.SI,半导体,63.1,87.7,90.0,3.1,18.8
35,801971.SI,环境治理,62.3,55.4,50.8,83.8,50.0
36,801126.SI,非白酒,62.1,80.8,59.2,43.8,56.6
37,801991.SI,航空机场,60.8,60.8,38.5,86.9,25.8
38,801115.SI,照明设备Ⅱ,60.8,82.3,71.5,23.1,72.7
39,801045.SI,特钢Ⅱ,60.4,36.9,73.1,73.1,48.9
40,801992.SI,航运港口,59.9,37.7,56.9,89.2,58.0
41,801142.SI,家居用品,59.7,46.9,53.1,82.3,69.2
42,801037.SI,橡胶,59.6,89.2,54.6,30.8,53.5
43,801769.SI,出版,59.6,40.8,48.5,94.6,62.4
44,801074.SI,专用设备,59.5,56.2,67.7,53.8,67.1
45,801154.SI,医药商业,58.6,62.3,43.8,71.5,54.0
46,801102.SI,通信设备,58.4,75.4,86.9,5.4,64.9
47,801218.SI,专业服务,58.0,59.2,86.2,23.8,55.8
48,801179.SI,铁路公路,57.9,73.8,28.5,73.8,82.8
49,801713.SI,装修建材,57.3,40.0,85.4,44.6,57.2
50,801151.SI,化学制药,56.9,63.8,40.8,67.7,45.6
51,801153.SI,医疗器械,56.2,48.5,36.2,88.5,39.2
52,801726.SI,工程咨询服务Ⅱ,56.1,84.6,58.5,20.0,47.8
53,801972.SI,环保设备Ⅱ,56.1,67.7,81.5,13.1,40.7
54,801082.SI,其他电子Ⅱ,55.7,66.9,77.7,16.9,36.2
55,801038.SI,农化制品,55.5,76.9,50.0,36.9,19.5
56,801095.SI,乘用车,54.8,24.6,60.8,83.1,41.0
57,801125.SI,白酒Ⅱ,54.4,83.1,8.5,74.6,67.9
58,801982.SI,化妆品,54.1,52.3,36.9,76.2,69.6
59,801723.SI,基础建设,53.5,26.9,41.5,98.5,58.6
60,801745.SI,军工电子Ⅱ,53.4,66.2,74.6,13.8,32.3
61,801077.SI,工程机械,53.2,53.1,64.6,40.0,73.0
62,801033.SI,化学原料,53.1,77.7,66.2,9.2,43.2
63,801178.SI,物流,52.6,61.5,40.0,56.9,53.4
64,801014.SI,饲料,52.5,70.8,23.1,65.4,44.0
65,801128.SI,休闲食品,52.0,47.7,63.8,43.1,67.9
66,801072.SI,通用设备,51.3,60.0,79.2,8.5,61.3
67,801963.SI,炼化及贸易,51.3,50.8,18.5,90.0,70.3
68,801981.SI,个护用品,51.1,50.0,39.2,66.2,37.3
69,801104.SI,软件开发,50.4,5.4,56.2,96.2,42.2
70,801127.SI,饮料乳品,50.0,68.5,16.9,66.9,59.3
71,801012.SI,农产品加工,50.0,43.8,46.2,61.5,41.4
72,801076.SI,轨交设备Ⅱ,49.9,74.6,45.4,26.2,56.1
73,801078.SI,自动化设备,49.1,57.7,78.5,4.6,67.4
74,801744.SI,航海装备Ⅱ,48.4,20.8,51.5,76.9,56.1
75,801141.SI,包装印刷,46.5,54.6,44.6,39.2,65.7
76,801131.SI,纺织制造,45.5,39.2,30.0,70.8,48.2
77,801101.SI,计算机设备,45.5,17.7,34.6,90.8,43.0
78,801881.SI,摩托车及其他,44.7,13.1,30.8,97.7,62.2
79,801103.SI,IT服务Ⅱ,44.5,7.7,37.7,95.4,35.8
80,801084.SI,光学光电子,44.5,43.1,80.8,3.8,68.5
81,801765.SI,广告营销,43.5,20.0,19.2,99.2,39.5
82,801203.SI,一般零售,42.7,18.5,23.8,93.1,59.5
83,801183.SI,房地产服务,42.3,10.0,43.1,79.2,40.9
84,801143.SI,造纸,42.0,26.2,20.0,86.2,63.1
85,801152.SI,生物制品,41.8,34.6,26.2,68.5,50.0
86,801044.SI,普钢,41.8,46.2,13.8,69.2,63.7
87,801202.SI,贸易Ⅱ,41.7,6.2,70.0,50.0,57.3
88,801161.SI,电力,41.6,45.4,66.9,7.7,45.0
89,801735.SI,光伏设备,41.4,29.2,73.8,17.7,16.4
90,801016.SI,种植业,41.2,41.5,25.4,59.2,38.9
91,801711.SI,水泥,40.2,42.3,22.3,58.5,58.1
92,801156.SI,医疗服务,40.1,56.9,21.5,42.3,35.3
93,801764.SI,游戏Ⅱ,40.1,21.5,33.1,70.0,49.0
94,801737.SI,电池,40.1,38.5,65.4,12.3,23.6
95,801096.SI,商用车,40.0,11.5,35.4,78.5,55.0
96,801011.SI,林业Ⅱ,39.7,0.0,84.6,33.8,36.8
97,801733.SI,其他电源设备Ⅱ,39.2,3.1,83.1,30.0,57.5
98,801163.SI,燃气Ⅱ,38.8,65.4,31.5,16.2,35.2
99,801961.SI,油气开采Ⅱ,38.7,86.2,0.0,28.5,76.2
100,801204.SI,专业连锁Ⅱ,38.4,28.5,14.6,77.7,40.5
101,801219.SI,酒店餐饮,37.1,44.6,9.2,60.8,53.9
102,801113.SI,小家电,36.5,16.9,12.3,87.7,72.2
103,801994.SI,教育,36.3,19.2,29.2,64.6,55.0
104,801191.SI,多元金融,36.2,33.1,16.2,63.1,35.0
105,801112.SI,黑色家电,36.0,30.0,47.7,29.2,46.2
106,801055.SI,工业金属,35.6,22.3,63.1,19.2,16.2
107,801722.SI,装修装饰Ⅱ,35.5,12.3,42.3,54.6,33.8
108,801053.SI,贵金属,35.1,8.5,11.5,93.8,33.2
109,801206.SI,互联网电商,35.0,10.8,24.6,75.4,33.7
110,801133.SI,饰品,34.9,36.2,10.0,62.3,62.9
111,801085.SI,消费电子,34.3,16.2,68.5,15.4,33.1
112,801983.SI,医疗美容,33.5,49.2,7.7,45.4,53.5
113,801742.SI,航空装备Ⅱ,32.1,32.3,15.4,51.5,26.5
114,801995.SI,电视广播Ⅱ,30.2,6.9,10.8,80.0,47.3
115,801093.SI,汽车零部件,29.9,9.2,49.2,31.5,56.4
116,801767.SI,数字媒体,28.2,27.7,33.8,22.3,67.4
117,801116.SI,家电零部件Ⅱ,27.8,33.8,27.7,20.8,35.8
118,801015.SI,渔业,26.6,25.4,2.3,56.2,51.9
119,801223.SI,通信服务,24.6,30.8,26.9,14.6,36.8
120,801952.SI,焦炭Ⅱ,21.3,2.3,13.1,53.1,79.5
121,801145.SI,文娱用品,20.3,15.4,6.9,41.5,48.8
122,801731.SI,电机Ⅱ,19.1,3.8,32.3,21.5,65.3
123,801117.SI,其他家电Ⅱ,18.0,23.8,4.6,26.9,42.5
124,801207.SI,旅游零售Ⅱ,18.0,35.4,6.2,11.5,37.4
125,801019.SI,农业综合Ⅱ,16.8,13.8,3.8,35.4,35.4
126,801738.SI,电网设备,16.5,4.6,20.8,25.4,30.5
127,801962.SI,油服工程,15.9,14.6,3.1,32.3,48.6
128,801741.SI,航天装备Ⅱ,15.7,23.1,0.8,24.6,68.9
129,801736.SI,风电设备,15.0,1.5,17.7,27.7,15.7
130,801216.SI,体育Ⅱ,14.8,31.5,1.5,10.8,39.5
131,801766.SI,影视院线,13.7,0.8,5.4,38.5,52.1
