排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
101,801117.SI,其他家电Ⅱ,35.6,11.5,77.7,14.6,30.9
102,801145.SI,文娱用品,35.3,7.7,10.8,96.2,50.0
103,801962.SI,油服工程,35.2,23.8,43.1,39.2,23.8
104,801993.SI,旅游及景区,35.2,19.2,21.5,70.0,76.0
105,801143.SI,造纸,35.1,8.5,20.0,83.8,61.0
106,801038.SI,农化制品,34.9,27.7,32.3,46.2,63.6
107,801994.SI,教育,34.8,16.2,39.2,51.5,45.8
108,801179.SI,铁路公路,34.6,32.3,17.7,56.9,48.3
109,801017.SI,养殖业,34.2,13.1,29.2,64.6,62.2
110,801019.SI,农业综合Ⅱ,33.8,5.4,6.2,99.2,23.0
111,801721.SI,房屋建设Ⅱ,33.0,36.9,4.6,61.5,44.0
112,801766.SI,影视院线,32.9,23.1,7.7,73.8,24.3
113,801178.SI,物流,32.3,18.5,26.9,54.6,49.7
114,801183.SI,房地产服务,31.2,3.8,28.5,66.2,45.8
115,801983.SI,医疗美容,30.9,28.5,12.3,55.4,29.2
116,801204.SI,专业连锁Ⅱ,30.7,25.4,16.2,53.8,57.5
117,801014.SI,饲料,30.0,9.2,23.1,62.3,44.3
118,801011.SI,林业Ⅱ,27.6,1.5,1.5,88.5,20.8
119,801043.SI,冶钢原料,27.5,6.9,34.6,43.1,72.5
120,801125.SI,白酒Ⅱ,27.0,14.6,0.0,73.1,40.1
121,801785.SI,农商行Ⅱ,25.2,20.0,9.2,50.0,74.5
122,801216.SI,体育Ⅱ,25.0,17.7,15.4,44.6,29.1
123,801952.SI,焦炭Ⅱ,24.8,0.0,2.3,80.0,55.8
124,801219.SI,酒店餐饮,24.5,21.5,3.1,53.1,47.2
125,801015.SI,渔业,24.5,13.8,11.5,52.3,34.1
126,801782.SI,国有大型银行Ⅱ,23.9,30.0,8.5,34.6,67.1
127,801207.SI,旅游零售Ⅱ,16.7,22.3,6.9,21.5,39.7
128,801951.SI,煤炭开采,16.0,2.3,16.9,30.8,40.2
129,801161.SI,电力,15.8,16.9,18.5,11.5,41.7
130,801126.SI,非白酒,12.1,0.8,5.4,33.1,37.8
131,801194.SI,保险Ⅱ,9.8,4.6,0.8,26.2,74.9
