排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
34,801766.SI,影视院线,61.0,80.0,51.5,50.0,34.8
35,801019.SI,农业综合Ⅱ,60.9,5.4,85.4,96.9,68.3
36,801982.SI,化妆品,60.0,86.2,70.8,16.9,31.3
37,801044.SI,普钢,59.7,42.3,53.8,86.9,35.4
38,801142.SI,家居用品,58.3,72.3,64.6,34.6,47.0
39,801112.SI,黑色家电,58.1,74.6,76.2,17.7,43.6
40,801231.SI,综合Ⅱ,57.9,91.5,37.7,42.3,30.4
41,801077.SI,工程机械,57.8,52.3,79.2,39.2,39.3
42,801191.SI,多元金融,57.8,33.1,60.8,83.1,37.6
43,801054.SI,小金属,56.9,67.7,92.3,3.1,63.8
44,801128.SI,休闲食品,56.9,58.5,21.5,96.2,63.0
45,801143.SI,造纸,56.8,66.2,54.6,48.5,45.3
46,801072.SI,通用设备,56.2,78.5,76.9,6.2,51.7
47,801043.SI,冶钢原料,56.1,70.0,41.5,56.9,35.7
48,801994.SI,教育,56.0,61.5,20.8,90.8,63.5
49,801194.SI,保险Ⅱ,55.5,50.0,90.8,20.8,65.9
50,801163.SI,燃气Ⅱ,55.5,76.2,31.5,59.2,34.9
51,801129.SI,调味发酵品Ⅱ,55.4,43.8,57.7,66.2,61.9
52,801113.SI,小家电,54.4,65.4,24.6,76.2,46.4
53,801744.SI,航海装备Ⅱ,54.3,46.2,38.5,82.3,37.8
54,801743.SI,地面兵装Ⅱ,54.2,60.0,50.0,52.3,33.0
55,801961.SI,油气开采Ⅱ,53.7,59.2,9.2,99.2,78.8
56,801103.SI,IT服务Ⅱ,53.5,54.6,40.8,66.9,42.0
57,801712.SI,玻璃玻纤,53.3,76.9,65.4,11.5,71.3
58,801124.SI,食品加工,52.6,46.9,36.9,77.7,44.0
59,801731.SI,电机Ⅱ,51.5,73.8,52.3,24.6,37.0
60,801045.SI,特钢Ⅱ,51.2,57.7,47.7,47.7,58.6
61,801993.SI,旅游及景区,51.1,53.1,14.6,91.5,49.2
62,801154.SI,医药商业,51.1,64.6,25.4,65.4,39.9
63,801093.SI,汽车零部件,50.9,56.9,43.1,53.1,36.3
64,801104.SI,软件开发,50.2,50.8,33.8,68.5,47.8
65,801769.SI,出版,50.1,55.4,20.0,79.2,42.2
66,801971.SI,环境治理,49.9,53.8,34.6,63.1,36.3
67,801076.SI,轨交设备Ⅱ,49.8,63.1,60.0,22.3,55.7
68,801032.SI,化学纤维,49.1,44.6,73.8,25.4,42.1
69,801713.SI,装修建材,48.9,36.9,59.2,50.8,35.7
70,801742.SI,航空装备Ⅱ,48.8,29.2,46.9,73.8,39.7
71,801114.SI,厨卫电器,48.7,63.8,42.3,38.5,40.2
72,801096.SI,商用车,48.0,16.2,44.6,89.2,29.4
73,801141.SI,包装印刷,47.3,30.8,66.2,44.6,45.0
74,801223.SI,通信服务,47.2,70.8,50.8,15.4,20.1
75,801101.SI,计算机设备,46.8,37.7,43.8,60.8,70.8
76,801736.SI,风电设备,45.7,43.1,45.4,49.2,38.9
77,801011.SI,林业Ⅱ,45.6,0.8,48.5,94.6,23.5
78,801765.SI,广告营销,45.2,85.4,30.0,16.2,32.4
79,801963.SI,炼化及贸易,45.1,36.2,53.1,46.2,46.8
80,801181.SI,房地产开发,44.9,49.2,30.8,56.2,41.0
81,801972.SI,环保设备Ⅱ,44.7,35.4,68.5,27.7,53.4
82,801784.SI,城商行Ⅱ,44.6,45.4,6.9,87.7,69.6
83,801179.SI,铁路公路,44.6,31.5,16.2,93.1,65.2
84,801015.SI,渔业,44.4,56.2,1.5,80.8,52.5
85,801711.SI,水泥,44.3,22.3,23.8,93.8,73.3
86,801092.SI,汽车服务,44.1,16.9,61.5,55.4,27.6
87,801204.SI,专业连锁Ⅱ,44.0,25.4,23.1,90.0,33.4
88,801992.SI,航运港口,43.2,7.7,40.0,88.5,45.3
89,801183.SI,房地产服务,43.0,39.2,32.3,60.0,42.8
90,801074.SI,专用设备,42.7,40.8,55.4,30.0,45.6
91,801095.SI,乘用车,42.7,41.5,18.5,72.3,32.4
92,801203.SI,一般零售,42.6,66.9,19.2,41.5,43.8
93,801126.SI,非白酒,42.5,51.5,8.5,71.5,56.3
94,801145.SI,文娱用品,42.0,40.0,11.5,80.0,42.9
95,801016.SI,种植业,41.8,20.0,17.7,95.4,39.6
96,801737.SI,电池,41.1,21.5,75.4,23.8,27.6
97,801038.SI,农化制品,40.8,48.5,33.1,40.8,69.2
98,801783.SI,股份制银行Ⅱ,40.7,38.5,4.6,85.4,54.4
99,801127.SI,饮料乳品,40.4,47.7,35.4,37.7,63.5
100,801724.SI,专业工程,40.1,28.5,67.7,21.5,69.9
101,801723.SI,基础建设,39.9,26.9,29.2,67.7,37.6
102,801056.SI,能源金属,39.8,13.8,62.3,43.8,40.2
103,801991.SI,航空机场,39.1,19.2,28.5,74.6,73.5
104,801125.SI,白酒Ⅱ,38.8,33.8,12.3,75.4,53.0
105,801785.SI,农商行Ⅱ,38.2,23.1,2.3,97.7,70.0
106,801219.SI,酒店餐饮,38.2,32.3,10.8,76.9,60.6
107,801721.SI,房屋建设Ⅱ,37.4,27.7,5.4,86.2,52.9
108,801085.SI,消费电子,36.9,4.6,63.8,43.1,55.0
109,801962.SI,油服工程,36.4,17.7,26.2,70.0,46.7
110,801952.SI,焦炭Ⅱ,35.8,15.4,7.7,92.3,52.3
111,801036.SI,塑料,35.6,23.8,74.6,3.8,50.8
112,801078.SI,自动化设备,34.3,13.1,77.7,8.5,63.0
113,801735.SI,光伏设备,33.4,9.2,58.5,32.3,69.7
114,801202.SI,贸易Ⅱ,32.9,26.2,27.7,46.9,36.8
115,801082.SI,其他电子Ⅱ,31.0,11.5,69.2,9.2,66.6
116,801083.SI,元件,30.6,2.3,83.8,1.5,67.3
117,801995.SI,电视广播Ⅱ,29.8,12.3,3.1,81.5,47.7
118,801055.SI,工业金属,27.4,10.0,39.2,33.8,31.7
119,801951.SI,煤炭开采,27.3,34.6,13.1,35.4,53.8
120,801115.SI,照明设备Ⅱ,27.1,3.8,49.2,28.5,59.4
121,801117.SI,其他家电Ⅱ,26.2,6.9,0.8,78.5,59.5
122,801733.SI,其他电源设备Ⅱ,23.1,3.1,16.9,53.8,62.1
123,801738.SI,电网设备,22.4,6.2,26.9,36.2,39.0
124,801102.SI,通信设备,21.4,0.0,36.2,29.2,63.0
125,801782.SI,国有大型银行Ⅱ,19.7,18.5,6.2,36.9,54.2
126,801053.SI,贵金属,18.4,24.6,15.4,14.6,53.2
127,801767.SI,数字媒体,15.5,30.0,3.8,12.3,34.2
128,801161.SI,电力,15.1,20.8,13.8,10.0,34.3
129,801216.SI,体育Ⅱ,13.4,8.5,10.0,23.1,50.2
130,801207.SI,旅游零售Ⅱ,13.0,10.8,0.0,30.8,39.5
131,801039.SI,非金属材料Ⅱ,12.3,1.5,22.3,13.1,69.7
