排名,代码,名称,综合得分,价格趋势(35%),宽度趋势(35%),拥挤度趋势(30%),3天前得分
65,801153.SI,医疗器械,52.7,47.7,60.0,50.0,54.5
66,801076.SI,轨交设备Ⅱ,52.1,75.4,66.2,8.5,50.8
67,801736.SI,风电设备,51.6,53.8,32.3,71.5,26.3
68,801713.SI,装修建材,50.7,50.8,71.5,26.2,54.1
69,801206.SI,互联网电商,50.3,46.9,46.2,59.2,58.9
70,801117.SI,其他家电Ⅱ,49.9,11.5,77.7,62.3,28.4
71,801129.SI,调味发酵品Ⅱ,49.3,56.2,24.6,70.0,67.3
72,801765.SI,广告营销,47.6,43.8,31.5,70.8,35.1
73,801991.SI,航空机场,47.2,46.2,11.5,90.0,71.9
74,801191.SI,多元金融,46.5,49.2,45.4,44.6,81.6
75,801769.SI,出版,45.9,40.8,50.8,46.2,52.7
76,801223.SI,通信服务,45.8,59.2,62.3,10.8,14.6
77,801012.SI,农产品加工,44.1,39.2,38.5,56.2,64.8
78,801124.SI,食品加工,43.2,41.5,47.7,40.0,45.1
79,801203.SI,一般零售,42.9,24.6,26.2,83.8,36.5
80,801095.SI,乘用车,42.8,26.2,36.9,69.2,48.9
81,801767.SI,数字媒体,42.7,56.9,44.6,23.8,37.6
82,801711.SI,水泥,42.1,35.4,40.0,52.3,28.7
83,801155.SI,中药Ⅱ,41.2,36.2,35.4,53.8,55.4
84,801961.SI,油气开采Ⅱ,40.9,67.7,2.3,54.6,39.0
85,801982.SI,化妆品,40.3,38.5,23.8,61.5,65.7
86,801764.SI,游戏Ⅱ,40.3,34.6,43.1,43.8,34.0
87,801881.SI,摩托车及其他,40.0,31.5,53.1,34.6,65.9
88,801114.SI,厨卫电器,39.8,15.4,33.1,76.2,46.6
89,801133.SI,饰品,38.8,43.1,40.8,31.5,79.8
90,801038.SI,农化制品,38.4,27.7,30.0,60.8,66.1
91,801113.SI,小家电,37.7,20.8,23.1,74.6,31.5
92,801154.SI,医药商业,37.4,37.7,27.7,48.5,62.2
93,801963.SI,炼化及贸易,37.3,10.8,37.7,67.7,61.5
94,801044.SI,普钢,37.2,51.5,19.2,41.5,73.6
95,801096.SI,商用车,35.9,6.2,61.5,40.8,66.3
96,801783.SI,股份制银行Ⅱ,35.4,30.8,8.5,72.3,81.9
97,801127.SI,饮料乳品,35.3,12.3,25.4,73.8,45.0
98,801143.SI,造纸,34.1,8.5,18.5,82.3,60.1
99,801163.SI,燃气Ⅱ,33.2,33.1,50.0,13.8,34.3
100,801043.SI,冶钢原料,32.2,6.9,33.8,60.0,75.0
101,801784.SI,城商行Ⅱ,32.1,29.2,13.8,56.9,74.8
102,801995.SI,电视广播Ⅱ,31.6,44.6,6.9,45.4,30.6
103,801016.SI,种植业,31.3,26.9,30.8,36.9,65.9
104,801993.SI,旅游及景区,30.9,19.2,21.5,55.4,75.1
105,801721.SI,房屋建设Ⅱ,30.2,36.9,13.1,42.3,44.9
106,801994.SI,教育,29.3,16.2,39.2,33.1,45.3
107,801179.SI,铁路公路,28.5,32.3,16.9,37.7,47.7
108,801766.SI,影视院线,28.2,23.1,1.5,65.4,19.8
109,801952.SI,焦炭Ⅱ,28.0,0.0,15.4,75.4,54.9
110,801017.SI,养殖业,27.5,13.1,28.5,43.1,61.0
111,801178.SI,物流,26.5,18.5,26.9,35.4,49.7
112,801962.SI,油服工程,26.4,23.8,43.8,9.2,21.1
113,801183.SI,房地产服务,26.3,3.8,29.2,49.2,45.1
114,801128.SI,休闲食品,25.4,3.1,20.0,57.7,50.0
115,801014.SI,饲料,25.1,9.2,22.3,46.9,43.6
116,801983.SI,医疗美容,24.1,28.5,14.6,30.0,30.6
117,801125.SI,白酒Ⅱ,23.7,14.6,3.1,58.5,41.5
118,801145.SI,文娱用品,22.9,7.7,12.3,53.1,50.4
119,801204.SI,专业连锁Ⅱ,21.6,25.4,5.4,36.2,57.2
120,801785.SI,农商行Ⅱ,18.9,20.0,7.7,30.8,74.3
121,801219.SI,酒店餐饮,17.9,21.5,0.8,33.8,46.9
122,801015.SI,渔业,17.7,13.8,9.2,32.3,34.1
123,801019.SI,农业综合Ⅱ,16.3,5.4,16.2,29.2,28.8
124,801161.SI,电力,15.3,16.9,20.8,6.9,41.4
125,801951.SI,煤炭开采,15.1,2.3,17.7,26.9,40.2
126,801011.SI,林业Ⅱ,14.8,1.5,0.0,47.7,17.3
127,801782.SI,国有大型银行Ⅱ,13.4,30.0,3.8,5.4,67.0
128,801216.SI,体育Ⅱ,11.8,17.7,6.2,11.5,24.4
129,801207.SI,旅游零售Ⅱ,11.3,22.3,4.6,6.2,40.4
130,801194.SI,保险Ⅱ,10.9,4.6,10.8,18.5,78.5
131,801126.SI,非白酒,8.8,0.8,10.0,16.9,39.5
